ID, administrator
name, administrator
ID, 215
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-02-22T03:34:46.801
endDateTime, 2022-02-22T03:39:35.392
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 288.592
ModuleTime, 288.592
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
216, Load Bio Rad DLL, 2022-02-22T03:34:46.837, 2022-02-22T03:34:46.838, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0008696, 0.0008696, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
217, Put UUT, 2022-02-22T03:34:46.854, 2022-02-22T03:34:48.448, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.59417, 1.59417, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
218, DC Power On, 2022-02-22T03:34:48.455, 2022-02-22T03:34:48.771, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.315941, 0.315941, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
219, AC Power On, 2022-02-22T03:34:48.776, 2022-02-22T03:34:50.652, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.87657, 1.87657, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
220, Find Attached Devices, 2022-02-22T03:34:50.697, 2022-02-22T03:35:05.739, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0412, 15.0412, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
221, 12.8V No Load Test, 2022-02-22T03:35:05.759, 2022-02-22T03:35:07.006, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.24671, 1.24671, Passed, Numeric, 12.851435, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
222, 12.8V Load 30W, 2022-02-22T03:35:07.012, 2022-02-22T03:35:08.412, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.40033, 1.40033, Passed, Numeric, 12.5132877, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
223, 5V No Load Test, 2022-02-22T03:35:08.423, 2022-02-22T03:35:09.158, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.734146, 0.734146, Passed, Numeric, 5.04803212, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
224, 5V 600mA Load, 2022-02-22T03:35:09.163, 2022-02-22T03:35:10.412, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24939, 1.24939, Passed, Numeric, 5.05755851, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
225, 3.3V Voltage Check, 2022-02-22T03:35:10.424, 2022-02-22T03:35:11.170, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.74563, 0.74563, Passed, Numeric, 3.32534779, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
