ID, administrator
name, administrator
ID, 1313
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-09T17:09:51.867
endDateTime, 2020-09-09T17:13:40.708
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 228.842
ModuleTime, 228.842
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
1314, Load Bio Rad DLL, 2020-09-09T17:09:51.929, 2020-09-09T17:09:51.930, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011508, 0.0011508, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1315, Put UUT, 2020-09-09T17:09:51.955, 2020-09-09T17:10:07.365, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 15.4099, 15.4099, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1316, DC Power On, 2020-09-09T17:10:07.367, 2020-09-09T17:10:07.689, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.322123, 0.322123, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1317, AC Power On, 2020-09-09T17:10:07.691, 2020-09-09T17:10:09.331, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.64075, 1.64075, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1318, Find Attached Devices, 2020-09-09T17:10:09.335, 2020-09-09T17:10:24.371, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0359, 15.0359, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
1319, 12.8V No Load Test, 2020-09-09T17:10:24.375, 2020-09-09T17:10:25.609, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.23376, 1.23376, Passed, Numeric, 12.7917849, AND, LimitPair, N.A, volt, 12.16, 13.44, 
1320, 12.8V Load 30W, 2020-09-09T17:10:25.610, 2020-09-09T17:10:26.796, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.18579, 1.18579, Passed, Numeric, 12.5267, AND, LimitPair, N.A, volt, 12.16, 13.44, 
1321, 5V No Load Test, 2020-09-09T17:10:26.800, 2020-09-09T17:10:27.519, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.719399, 0.719399, Passed, Numeric, 5.06634113, AND, LimitPair, N.A, volt, 4.75, 5.25, 
1322, 5V 600mA Load, 2020-09-09T17:10:27.521, 2020-09-09T17:10:28.797, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27624, 1.27624, Passed, Numeric, 5.07354733, AND, LimitPair, N.A, volt, 4.75, 5.25, 
1323, 3.3V Voltage Check, 2020-09-09T17:10:28.801, 2020-09-09T17:10:29.518, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.716622, 0.716622, Passed, Numeric, 3.31302797, AND, LimitPair, N.A, volt, 2.85, 3.45, 
