ID, administrator
name, administrator
ID, 72
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-12-28T21:03:14.743
endDateTime, 2021-12-28T21:11:01.845
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 467.103
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
73, Load Bio Rad DLL, 2021-12-28T21:03:14.775, 2021-12-28T21:03:14.776, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0012351, 0.0012351, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
74, Put UUT, 2021-12-28T21:03:14.795, 2021-12-28T21:03:16.518, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.72231, 1.72231, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
75, DC Power On, 2021-12-28T21:03:16.524, 2021-12-28T21:03:16.865, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.341236, 0.341236, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
76, AC Power On, 2021-12-28T21:03:16.868, 2021-12-28T21:03:18.959, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 2.09185, 2.09185, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
77, Find Attached Devices, 2021-12-28T21:03:18.962, 2021-12-28T21:03:34.002, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0399, 15.0399, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
78, 12.8V No Load Test, 2021-12-28T21:03:34.006, 2021-12-28T21:03:35.237, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.23077, 1.23077, Passed, Numeric, 12.7845499, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
79, 12.8V Load 30W, 2021-12-28T21:03:35.238, 2021-12-28T21:03:36.711, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.47289, 1.47289, Passed, Numeric, 12.6416233, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
80, 5V No Load Test, 2021-12-28T21:03:36.713, 2021-12-28T21:03:37.402, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.688586, 0.688586, Passed, Numeric, 5.08335914, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
81, 5V 600mA Load, 2021-12-28T21:03:37.403, 2021-12-28T21:03:38.711, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.30814, 1.30814, Passed, Numeric, 5.04822204, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
82, 3.3V Voltage Check, 2021-12-28T21:03:38.724, 2021-12-28T21:03:39.451, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.72729, 0.72729, Passed, Numeric, 3.321324, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
