ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-03T06:07:13.655
endDateTime, 2020-09-03T06:08:11.814
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 58.1594
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2020-09-03T06:07:13.844, 2020-09-03T06:07:47.713, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 33.8694, 33.8694, Done, 
5, Put UUT, 2020-09-03T06:07:47.723, 2020-09-03T06:07:54.685, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, true, 0, 6.962, Failed, 
6, Power Off, 2020-09-03T06:07:54.709, 2020-09-03T06:07:56.453, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.74386, 1.74386, Done, 
7, DC Power Off, 2020-09-03T06:07:56.457, 2020-09-03T06:07:56.806, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.348764, 0.348764, Done, 
8, Wait 10, 2020-09-03T06:07:56.809, 2020-09-03T06:08:11.810, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0008, 15.0008, Done, 
