ID, administrator
name, administrator
ID, 7531
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-14T07:51:57.648
endDateTime, 2022-04-14T07:55:37.815
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 220.168
ModuleTime, 220.168
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
7532, Load Bio Rad DLL, 2022-04-14T07:51:57.689, 2022-04-14T07:51:57.690, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0009812, 0.0009812, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7533, Put UUT, 2022-04-14T07:51:57.709, 2022-04-14T07:52:01.120, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 3.41151, 3.41151, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7534, DC Power On, 2022-04-14T07:52:01.126, 2022-04-14T07:52:01.451, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.324911, 0.324911, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7535, AC Power On, 2022-04-14T07:52:01.452, 2022-04-14T07:52:03.157, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.70482, 1.70482, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7536, Find Attached Devices, 2022-04-14T07:52:03.163, 2022-04-14T07:52:18.202, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0395, 15.0395, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
7537, 12.8V No Load Test, 2022-04-14T07:52:18.205, 2022-04-14T07:52:19.883, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.67831, 1.67831, Passed, Numeric, 12.7705873, AND, LimitPair, N.A, volt, 12.16, 13.44, 
7538, 12.8V Load 30W, 2022-04-14T07:52:19.885, 2022-04-14T07:52:21.474, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.58821, 1.58821, Passed, Numeric, 12.6285625, AND, LimitPair, N.A, volt, 12.16, 13.44, 
7539, 5V No Load Test, 2022-04-14T07:52:21.478, 2022-04-14T07:52:22.207, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.728446, 0.728446, Passed, Numeric, 5.08949884, AND, LimitPair, N.A, volt, 4.75, 5.25, 
7540, 5V 600mA Load, 2022-04-14T07:52:22.209, 2022-04-14T07:52:23.474, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.26523, 1.26523, Passed, Numeric, 5.06605786, AND, LimitPair, N.A, volt, 4.75, 5.25, 
7541, 3.3V Voltage Check, 2022-04-14T07:52:23.481, 2022-04-14T07:52:24.234, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.753036, 0.753036, Passed, Numeric, 3.33161949, AND, LimitPair, N.A, volt, 2.85, 3.45, 
7542, Battery Voltage Check, 2022-04-14T07:52:24.244, 2022-04-14T07:52:24.990, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.746376, 0.746376, Passed, Numeric, 3.13226495, AND, LimitPair, N.A, volt, 2.85, 3.45, 
7543, Wait 10, 2022-04-14T07:52:24.992, 2022-04-14T07:52:34.992, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0004, 10.0004, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7544, Remote Command Set, 2022-04-14T07:52:34.994, 2022-04-14T07:53:42.574, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.5803, 67.5803, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7545, Initialize SRAM and HC12, 2022-04-14T07:53:42.575, 2022-04-14T07:53:52.057, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.4816, 9.4816, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7546, I2C Read Write Test, 2022-04-14T07:53:52.063, 2022-04-14T07:53:55.057, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.9945, 2.9945, Passed, Alpha VCC, 5.090848396, N.A, N.A, N.A, N.A, N.A, N.A, 
7547, Get VCC Sensor Value, 2022-04-14T07:53:55.059, 2022-04-14T07:53:55.071, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0126289, 0.0126289, Passed, Numeric, 5.01176, AND, LimitPair, N.A, volt, 4.75, 5.25, 
7548, Get 15V Sensor Value, 2022-04-14T07:53:55.073, 2022-04-14T07:53:55.084, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0110858, 0.0110858, Passed, Numeric, 13.00656, AND, LimitPair, N.A, volt, 12.16, 13.44, 
7549, Get Power Sensor Value, 2022-04-14T07:53:55.086, 2022-04-14T07:53:55.097, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0110084, 0.0110084, Passed, Numeric, 39.3464, AND, LimitPair, N.A, volt, 38, 42, 
7550, Lid Left Sensor Test, 2022-04-14T07:53:55.099, 2022-04-14T07:53:55.116, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0176454, 0.0176454, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
7551, Lid Right Sensor Test, 2022-04-14T07:53:55.118, 2022-04-14T07:53:55.130, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0120295, 0.0120295, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
7552, HS Left Sensor Test, 2022-04-14T07:53:55.132, 2022-04-14T07:53:55.143, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0112545, 0.0112545, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
7553, HS Right Sensor Test, 2022-04-14T07:53:55.145, 2022-04-14T07:53:55.156, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0107384, 0.0107384, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
7554, Get Amp2 Sensor Value, 2022-04-14T07:53:55.157, 2022-04-14T07:53:55.168, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0111697, 0.0111697, Passed, Numeric, 21.5, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
7555, Get Amp Sensor Value, 2022-04-14T07:53:55.170, 2022-04-14T07:53:55.182, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0121927, 0.0121927, Passed, Numeric, 20.5, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
7556, Get Power Supply Sensor Value, 2022-04-14T07:53:55.184, 2022-04-14T07:53:55.195, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0110542, 0.0110542, Passed, Numeric, 25.3, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
7557, SRAM Page 0 Check, 2022-04-14T07:53:55.202, 2022-04-14T07:54:41.649, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 46.4475, 46.4475, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7558, SRAM Page 1 Check, 2022-04-14T07:54:41.659, 2022-04-14T07:54:42.152, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.492376, 0.492376, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7559, SRAM Page 2 Check, 2022-04-14T07:54:42.158, 2022-04-14T07:54:42.566, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.408154, 0.408154, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7560, SRAM Page 3 Check, 2022-04-14T07:54:42.574, 2022-04-14T07:54:43.036, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.461725, 0.461725, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7561, Power Cycle Unit, 2022-04-14T07:54:43.043, 2022-04-14T07:55:12.172, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 29.1288, 29.1288, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7562, Battery Backup Test, 2022-04-14T07:55:12.178, 2022-04-14T07:55:13.222, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.04422, 1.04422, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7563, Block Sensor 0 Check, 2022-04-14T07:55:13.234, 2022-04-14T07:55:13.244, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0103854, 0.0103854, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
7564, Block Sensor 1 Check, 2022-04-14T07:55:13.251, 2022-04-14T07:55:13.261, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0102549, 0.0102549, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
7565, Block Sensor 2 Check, 2022-04-14T07:55:13.266, 2022-04-14T07:55:13.278, ID#:d2vFO0lGmE+F/QuX5inooA, Test, NumericLimitTest, Main, 0, 40, 0.01184, 0.01184, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
7566, Block Sensor 3 Check, 2022-04-14T07:55:13.282, 2022-04-14T07:55:13.293, ID#:lGDHqMrBvEe0/XaoG1N5ZC, Test, NumericLimitTest, Main, 0, 41, 0.0105636, 0.0105636, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
