ID, administrator
name, administrator
ID, 324
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-04-11T09:03:27.561
endDateTime, 2021-04-11T09:07:09.311
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 221.751
ModuleTime, 221.751
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
325, Load Bio Rad DLL, 2021-04-11T09:03:27.609, 2021-04-11T09:03:27.610, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010359, 0.0010359, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
326, Put UUT, 2021-04-11T09:03:27.635, 2021-04-11T09:03:29.744, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.10812, 2.10812, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
327, DC Power On, 2021-04-11T09:03:29.757, 2021-04-11T09:03:30.066, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.308928, 0.308928, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
328, AC Power On, 2021-04-11T09:03:30.069, 2021-04-11T09:03:31.709, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.6401, 1.6401, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
329, Find Attached Devices, 2021-04-11T09:03:31.717, 2021-04-11T09:03:46.751, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.034, 15.034, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
330, 12.8V No Load Test, 2021-04-11T09:03:46.755, 2021-04-11T09:03:48.429, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.67409, 1.67409, Passed, Numeric, 12.8228432, AND, LimitPair, N.A, volt, 12.16, 13.44, 
331, 12.8V Load 30W, 2021-04-11T09:03:48.430, 2021-04-11T09:03:49.749, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.31855, 1.31855, Passed, Numeric, 12.5173016, AND, LimitPair, N.A, volt, 12.16, 13.44, 
332, 5V No Load Test, 2021-04-11T09:03:49.757, 2021-04-11T09:03:50.464, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.706162, 0.706162, Passed, Numeric, 5.06305274, AND, LimitPair, N.A, volt, 4.75, 5.25, 
333, 5V 600mA Load, 2021-04-11T09:03:50.467, 2021-04-11T09:03:51.749, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.28218, 1.28218, Passed, Numeric, 5.07729722, AND, LimitPair, N.A, volt, 4.75, 5.25, 
334, 3.3V Voltage Check, 2021-04-11T09:03:51.757, 2021-04-11T09:03:52.474, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, true, 12, 0.716826, Failed, Numeric, 3.48827541, AND, LimitPair, N.A, volt, 2.85, 3.45, 
335, Battery Voltage Check, 2021-04-11T09:03:52.482, 2021-04-11T09:03:53.203, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.721069, 0.721069, Passed, Numeric, 3.20523239, AND, LimitPair, N.A, volt, 2.85, 3.45, 
336, Wait 10, 2021-04-11T09:03:53.206, 2021-04-11T09:04:03.207, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.001, 10.001, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
337, Remote Command Set, 2021-04-11T09:04:03.210, 2021-04-11T09:05:10.817, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.607, 67.607, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
338, Initialize SRAM and HC12, 2021-04-11T09:05:10.818, 2021-04-11T09:05:20.299, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48103, 9.48103, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
339, I2C Read Write Test, 2021-04-11T09:05:20.308, 2021-04-11T09:05:23.212, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.90396, 2.90396, Passed, Alpha VCC, 5.0633432205, N.A, N.A, N.A, N.A, N.A, N.A, 
340, Get VCC Sensor Value, 2021-04-11T09:05:23.215, 2021-04-11T09:05:23.226, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.011315, 0.011315, Passed, Numeric, 4.99712, AND, LimitPair, N.A, volt, 4.75, 5.25, 
341, Get 15V Sensor Value, 2021-04-11T09:05:23.229, 2021-04-11T09:05:23.241, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0111307, 0.0111307, Passed, Numeric, 13.13928, AND, LimitPair, N.A, volt, 12.16, 13.44, 
