ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-05-26T05:18:39.173
endDateTime, 2021-05-26T05:20:04.937
Event ID, Error Message
Severity, 4
Error source, Error.Msg
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 85.7643
ModuleTime, 85.7643
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, Event ID, Severity, Error source, ResultDataType, 
4, Load Bio Rad DLL, 2021-05-26T05:18:39.387, 2021-05-26T05:18:40.934, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 1.5473, 1.5473, Done, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-05-26T05:18:40.947, 2021-05-26T05:18:42.920, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.97299, 1.97299, Passed, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-05-26T05:18:42.931, 2021-05-26T05:18:42.967, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.0354251, 0.0354251, Done, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-05-26T05:18:42.980, 2021-05-26T05:19:51.528, ID#:GzbbZRerW0KsOfSjLH45uD, Test, Action, Main, 0, 2, 68.5481, 68.5481, Aborted, Error Message, 4, Error.Msg, Error, 
8, Power Off, 2021-05-26T05:19:51.569, 2021-05-26T05:20:00.673, ID#:+HcHQC/MrEW6zKqBfNUvNB, Test, Action, Cleanup, 0, 0, 9.10404, 9.10404, Aborted, Error Message, 4, Error.Msg, Error, 
9, DC Power Off, 2021-05-26T05:20:00.701, 2021-05-26T05:20:00.712, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.0114301, 0.0114301, Done, N.A, N.A, N.A, N.A, 
10, Wait 10, 2021-05-26T05:20:00.719, 2021-05-26T05:20:04.931, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 4.21171, 4.21171, Aborted, N.A, N.A, N.A, N.A, 
