ID, administrator
name, administrator
ID, 358
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-22T22:16:05.395
endDateTime, 2021-06-22T22:18:06.662
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 121.267
ModuleTime, 121.267
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
359, Load Bio Rad DLL, 2021-06-22T22:16:05.435, 2021-06-22T22:16:05.436, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0009462, 0.0009462, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
360, Put UUT, 2021-06-22T22:16:05.461, 2021-06-22T22:16:07.485, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.02384, 2.02384, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
361, DC Power On, 2021-06-22T22:16:07.496, 2021-06-22T22:16:07.822, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.325128, 0.325128, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
362, AC Power On, 2021-06-22T22:16:07.823, 2021-06-22T22:16:09.935, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 2.11157, 2.11157, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
363, Find Attached Devices, 2021-06-22T22:16:09.941, 2021-06-22T22:16:24.976, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.035, 15.035, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
364, 12.8V No Load Test, 2021-06-22T22:16:24.980, 2021-06-22T22:16:26.675, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.69481, Failed, Numeric, 0.877253395, AND, LimitPair, N.A, volt, 12.16, 13.44, 
365, 12.8V Load 30W, 2021-06-22T22:16:26.676, 2021-06-22T22:16:28.246, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.56987, 1.56987, Passed, Numeric, 12.6157824, AND, LimitPair, N.A, volt, 12.16, 13.44, 
366, 5V No Load Test, 2021-06-22T22:16:28.253, 2021-06-22T22:16:29.001, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.747174, 0.747174, Passed, Numeric, 5.05545237, AND, LimitPair, N.A, volt, 4.75, 5.25, 
367, 5V 600mA Load, 2021-06-22T22:16:29.002, 2021-06-22T22:16:30.245, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24245, 1.24245, Passed, Numeric, 5.01835983, AND, LimitPair, N.A, volt, 4.75, 5.25, 
368, 3.3V Voltage Check, 2021-06-22T22:16:30.251, 2021-06-22T22:16:31.004, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.752235, 0.752235, Passed, Numeric, 3.31882626, AND, LimitPair, N.A, volt, 2.85, 3.45, 
369, Battery Voltage Check, 2021-06-22T22:16:31.010, 2021-06-22T22:16:31.767, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.757276, 0.757276, Passed, Numeric, 3.22507403, AND, LimitPair, N.A, volt, 2.85, 3.45, 
370, Wait 10, 2021-06-22T22:16:31.769, 2021-06-22T22:16:41.770, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0008, 10.0008, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
371, Remote Command Set, 2021-06-22T22:16:41.771, 2021-06-22T22:17:49.369, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.5981, 67.5981, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
372, Power Off, 2021-06-22T22:17:49.370, 2021-06-22T22:17:51.352, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.98218, 1.98218, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
373, DC Power Off, 2021-06-22T22:17:51.352, 2021-06-22T22:17:51.647, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.294736, 0.294736, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
374, Wait 10, 2021-06-22T22:17:51.647, 2021-06-22T22:18:06.647, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0007, 15.0007, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
