ID, administrator
name, administrator
ID, 1601
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-08-24T22:16:32.228
endDateTime, 2020-08-24T22:30:55.395
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 863.168
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
1602, Load Bio Rad DLL, 2020-08-24T22:16:32.283, 2020-08-24T22:16:32.519, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.236098, 0.236098, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1603, Put UUT, 2020-08-24T22:16:32.529, 2020-08-24T22:16:35.109, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.57996, 2.57996, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1604, DC Power On, 2020-08-24T22:16:35.111, 2020-08-24T22:16:35.425, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.314102, 0.314102, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1605, AC Power On, 2020-08-24T22:16:35.427, 2020-08-24T22:16:37.015, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.58778, 1.58778, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1606, Find Attached Devices, 2020-08-24T22:16:37.018, 2020-08-24T22:17:08.500, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 31.4813, 31.4813, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
1607, 12.8V No Load Test, 2020-08-24T22:17:08.503, 2020-08-24T22:17:09.729, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.226, 1.226, Passed, Numeric, 12.8111003, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
1608, 12.8V Load 30W, 2020-08-24T22:17:09.731, 2020-08-24T22:17:11.316, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.58432, 1.58432, Passed, Numeric, 12.5915193, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
1609, 5V No Load Test, 2020-08-24T22:17:11.319, 2020-08-24T22:17:12.030, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.71024, 0.71024, Passed, Numeric, 5.06468458, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
1610, 5V 600mA Load, 2020-08-24T22:17:12.031, 2020-08-24T22:17:13.316, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.28422, 1.28422, Passed, Numeric, 5.00139147, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
1611, 3.3V Voltage Check, 2020-08-24T22:17:13.319, 2020-08-24T22:17:14.031, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.711796, 0.711796, Passed, Numeric, 3.3306898, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
1612, Battery Voltage Check, 2020-08-24T22:17:14.035, 2020-08-24T22:17:14.757, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, true, 14, 0.722089, Failed, Numeric, 0.0119009543, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
1613, Wait 10, 2020-08-24T22:17:14.758, 2020-08-24T22:17:24.759, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0002, 10.0002, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1614, Remote Command Set, 2020-08-24T22:17:24.760, 2020-08-24T22:18:47.999, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 83.239, 83.239, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1615, Initialize SRAM and HC12, 2020-08-24T22:18:48.001, 2020-08-24T22:18:57.500, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.49878, 9.49878, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1616, I2C Read Write Test, 2020-08-24T22:18:57.503, 2020-08-24T22:19:00.386, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.88273, 2.88273, Passed, Alpha VCC, 5.065175741, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1617, Get VCC Sensor Value, 2020-08-24T22:19:00.388, 2020-08-24T22:19:00.399, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0114219, 0.0114219, Passed, Numeric, 4.99712, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
1618, Get 15V Sensor Value, 2020-08-24T22:19:00.400, 2020-08-24T22:19:00.413, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0128983, 0.0128983, Passed, Numeric, 13.10136, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
1619, Get Power Sensor Value, 2020-08-24T22:19:00.415, 2020-08-24T22:19:00.426, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0113685, 0.0113685, Passed, Numeric, 39.3464, AND, LimitPair, N.A, volt, 38, 42, N.A, 
1620, Lid Left Sensor Test, 2020-08-24T22:19:00.428, 2020-08-24T22:19:00.438, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0102023, 0.0102023, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
1621, Lid Right Sensor Test, 2020-08-24T22:19:00.439, 2020-08-24T22:19:00.450, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0102543, 0.0102543, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
1622, HS Left Sensor Test, 2020-08-24T22:19:00.451, 2020-08-24T22:19:00.464, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0126802, 0.0126802, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
