ID, administrator
name, administrator
ID, 2617
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-08-27T23:57:45.193
endDateTime, 2021-08-28T00:15:39.192
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 1074
ModuleTime, 1074
Outcome, Passed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
2618, Load Bio Rad DLL, 2021-08-27T23:57:45.234, 2021-08-27T23:57:45.235, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010979, 0.0010979, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2619, Put UUT, 2021-08-27T23:57:45.270, 2021-08-27T23:57:46.169, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 0.898364, 0.898364, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2620, DC Power On, 2021-08-27T23:57:46.181, 2021-08-27T23:57:46.527, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.346799, 0.346799, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2621, AC Power On, 2021-08-27T23:57:46.529, 2021-08-27T23:57:48.492, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.96332, 1.96332, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2622, Find Attached Devices, 2021-08-27T23:57:48.498, 2021-08-27T23:58:23.586, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0881, 35.0881, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
2623, 12.8V No Load Test, 2021-08-27T23:58:23.593, 2021-08-27T23:58:25.374, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.78123, 1.78123, Passed, Numeric, 12.8614308, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
2624, 12.8V Load 30W, 2021-08-27T23:58:25.376, 2021-08-27T23:58:26.755, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.37889, 1.37889, Passed, Numeric, 12.7125069, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
2625, 5V No Load Test, 2021-08-27T23:58:26.761, 2021-08-27T23:58:27.545, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.783817, 0.783817, Passed, Numeric, 5.07096138, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
2626, 5V 600mA Load, 2021-08-27T23:58:27.547, 2021-08-27T23:58:28.755, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.20782, 1.20782, Passed, Numeric, 5.04871816, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
2627, 3.3V Voltage Check, 2021-08-27T23:58:28.761, 2021-08-27T23:58:29.520, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.758922, 0.758922, Passed, Numeric, 3.29632249, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
