ID, administrator
name, administrator
ID, 4544
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-28T07:17:48.375
endDateTime, 2021-06-28T07:24:34.321
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 405.947
ModuleTime, 405.947
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4545, Load Bio Rad DLL, 2021-06-28T07:17:48.416, 2021-06-28T07:17:48.417, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010924, 0.0010924, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4546, Put UUT, 2021-06-28T07:17:48.441, 2021-06-28T07:17:49.911, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.46972, 1.46972, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4547, DC Power On, 2021-06-28T07:17:49.916, 2021-06-28T07:17:50.265, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.348648, 0.348648, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4548, AC Power On, 2021-06-28T07:17:50.266, 2021-06-28T07:17:52.126, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.85946, 1.85946, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4549, Find Attached Devices, 2021-06-28T07:17:52.132, 2021-06-28T07:18:07.168, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0364, 15.0364, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
4550, 12.8V No Load Test, 2021-06-28T07:18:07.172, 2021-06-28T07:18:08.891, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.71821, 1.71821, Passed, Numeric, 12.7418751, AND, LimitPair, N.A, volt, 12.16, 13.44, 
4551, 12.8V Load 30W, 2021-06-28T07:18:08.893, 2021-06-28T07:18:10.247, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.35439, 1.35439, Passed, Numeric, 12.5996446, AND, LimitPair, N.A, volt, 12.16, 13.44, 
4552, 5V No Load Test, 2021-06-28T07:18:10.254, 2021-06-28T07:18:10.996, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.742297, 0.742297, Passed, Numeric, 5.07374033, AND, LimitPair, N.A, volt, 4.75, 5.25, 
4553, 5V 600mA Load, 2021-06-28T07:18:11.002, 2021-06-28T07:18:12.247, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24509, 1.24509, Passed, Numeric, 5.00607689, AND, LimitPair, N.A, volt, 4.75, 5.25, 
4554, 3.3V Voltage Check, 2021-06-28T07:18:12.251, 2021-06-28T07:18:12.971, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.719548, 0.719548, Passed, Numeric, 3.31270722, AND, LimitPair, N.A, volt, 2.85, 3.45, 
