ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-02T16:19:29.968
endDateTime, 2020-09-02T16:20:11.511
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 41.5438
ModuleTime, 41.5438
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2020-09-02T16:19:30.160, 2020-09-02T16:20:04.064, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 33.9043, 33.9043, Done, 
5, Put UUT, 2020-09-02T16:20:04.073, 2020-09-02T16:20:05.709, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.63588, 1.63588, Passed, 
6, DC Power On, 2020-09-02T16:20:05.729, 2020-09-02T16:20:06.342, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.613751, 0.613751, Done, 
7, AC Power On, 2020-09-02T16:20:06.374, 2020-09-02T16:20:07.964, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.58965, 1.58965, Done, 
8, Power Off, 2020-09-02T16:20:08.689, 2020-09-02T16:20:10.578, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.88908, 1.88908, Done, 
9, DC Power Off, 2020-09-02T16:20:10.578, 2020-09-02T16:20:10.898, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.319951, 0.319951, Done, 
10, Wait 10, 2020-09-02T16:20:10.898, 2020-09-02T16:20:11.500, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 0.602067, 0.602067, Aborted, 
