ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-10-19T15:01:09.331
endDateTime, 2021-10-19T15:01:30.109
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 20.7781
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2021-10-19T15:01:09.439, 2021-10-19T15:01:09.441, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0019104, 0.0019104, Done, 
5, Put UUT, 2021-10-19T15:01:09.470, 2021-10-19T15:01:12.883, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, true, 0, 3.41316, Failed, 
6, Power Off, 2021-10-19T15:01:12.904, 2021-10-19T15:01:14.792, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.88774, 1.88774, Done, 
7, DC Power Off, 2021-10-19T15:01:14.796, 2021-10-19T15:01:15.094, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.2982, 0.2982, Done, 
8, Wait 10, 2021-10-19T15:01:15.099, 2021-10-19T15:01:30.100, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0011, 15.0011, Done, 
