ID, administrator
name, administrator
ID, 2363
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-07-06T14:29:39.085
endDateTime, 2021-07-06T14:33:24.847
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 225.762
ModuleTime, 225.762
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
2364, Load Bio Rad DLL, 2021-07-06T14:29:39.127, 2021-07-06T14:29:39.128, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.001199, 0.001199, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2365, Put UUT, 2021-07-06T14:29:39.152, 2021-07-06T14:29:41.293, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.14097, 2.14097, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2366, DC Power On, 2021-07-06T14:29:41.299, 2021-07-06T14:29:41.625, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.326111, 0.326111, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2367, AC Power On, 2021-07-06T14:29:41.626, 2021-07-06T14:29:43.623, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.99678, 1.99678, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2368, Find Attached Devices, 2021-07-06T14:29:43.629, 2021-07-06T14:30:00.882, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.2532, 17.2532, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
2369, 12.8V No Load Test, 2021-07-06T14:30:00.887, 2021-07-06T14:30:02.609, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.72211, 1.72211, Passed, Numeric, 12.7681161, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2370, 12.8V Load 30W, 2021-07-06T14:30:02.611, 2021-07-06T14:30:03.742, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.1319, 1.1319, Passed, Numeric, 12.4689082, AND, LimitPair, N.A, volt, 12.16, 13.44, 
2371, 5V No Load Test, 2021-07-06T14:30:03.749, 2021-07-06T14:30:04.492, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.743267, 0.743267, Passed, Numeric, 5.05784987, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2372, 5V 600mA Load, 2021-07-06T14:30:04.494, 2021-07-06T14:30:05.743, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24918, 1.24918, Passed, Numeric, 5.07819395, AND, LimitPair, N.A, volt, 4.75, 5.25, 
2373, 3.3V Voltage Check, 2021-07-06T14:30:05.747, 2021-07-06T14:30:06.475, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.728182, 0.728182, Passed, Numeric, 3.31014447, AND, LimitPair, N.A, volt, 2.85, 3.45, 
