ID, administrator
name, administrator
ID, 6108
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-02-20T23:07:51.047
endDateTime, 2022-02-20T23:15:36.129
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 465.083
ModuleTime, 465.083
Outcome, Passed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
6109, Load Bio Rad DLL, 2022-02-20T23:07:51.086, 2022-02-20T23:07:51.091, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.004368, 0.004368, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6110, Put UUT, 2022-02-20T23:07:51.107, 2022-02-20T23:07:51.961, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 0.853841, 0.853841, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6111, DC Power On, 2022-02-20T23:07:51.962, 2022-02-20T23:07:52.283, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.321125, 0.321125, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6112, AC Power On, 2022-02-20T23:07:52.285, 2022-02-20T23:07:54.384, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 2.09888, 2.09888, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6113, Find Attached Devices, 2022-02-20T23:07:54.390, 2022-02-20T23:08:09.424, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0341, 15.0341, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
6114, 12.8V No Load Test, 2022-02-20T23:08:09.428, 2022-02-20T23:08:11.100, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.67167, 1.67167, Passed, Numeric, 12.8398491, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
6115, 12.8V Load 30W, 2022-02-20T23:08:11.102, 2022-02-20T23:08:12.578, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.47615, 1.47615, Passed, Numeric, 12.6904137, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
6116, 5V No Load Test, 2022-02-20T23:08:12.583, 2022-02-20T23:08:13.292, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.709008, 0.709008, Passed, Numeric, 5.07675571, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
6117, 5V 600mA Load, 2022-02-20T23:08:13.294, 2022-02-20T23:08:14.577, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.28389, 1.28389, Passed, Numeric, 5.04483, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
6118, 3.3V Voltage Check, 2022-02-20T23:08:14.584, 2022-02-20T23:08:15.339, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.755066, 0.755066, Passed, Numeric, 3.30452688, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
6119, Battery Voltage Check, 2022-02-20T23:08:15.345, 2022-02-20T23:08:16.083, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.737831, 0.737831, Passed, Numeric, 3.21961171, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
6120, Wait 10, 2022-02-20T23:08:16.085, 2022-02-20T23:08:26.086, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0009, 10.0009, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6121, Remote Command Set, 2022-02-20T23:08:26.087, 2022-02-20T23:09:33.976, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.8887, 67.8887, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6122, Initialize SRAM and HC12, 2022-02-20T23:09:33.977, 2022-02-20T23:09:43.458, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.4817, 9.4817, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
