ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-08-24T19:48:48.643
endDateTime, 2020-08-24T19:49:29.643
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 41.0005
ModuleTime, 41.0005
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2020-08-24T19:48:48.827, 2020-08-24T19:49:07.894, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 19.0666, 19.0666, Done, 
5, Put UUT, 2020-08-24T19:49:07.903, 2020-08-24T19:49:10.287, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.38431, 2.38431, Passed, 
6, DC Power On, 2020-08-24T19:49:10.304, 2020-08-24T19:49:10.678, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.37372, 0.37372, Done, 
7, AC Power On, 2020-08-24T19:49:10.679, 2020-08-24T19:49:12.240, ID#:GzbbZRerW0KsOfSjLH45uD, Test, Action, Main, 0, 2, 1.56083, 1.56083, Aborted, 
8, Power Off, 2020-08-24T19:49:12.240, 2020-08-24T19:49:14.315, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 2.075, 2.075, Done, 
9, DC Power Off, 2020-08-24T19:49:14.315, 2020-08-24T19:49:14.633, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.317634, 0.317634, Done, 
10, Wait 10, 2020-08-24T19:49:14.633, 2020-08-24T19:49:29.634, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0008, 15.0008, Done, 
