ID, administrator
name, administrator
ID, 110
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-27T23:25:30.266
endDateTime, 2021-06-27T23:30:53.919
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 323.653
ModuleTime, 323.653
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
111, Load Bio Rad DLL, 2021-06-27T23:25:30.308, 2021-06-27T23:25:30.309, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010534, 0.0010534, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
112, Put UUT, 2021-06-27T23:25:30.333, 2021-06-27T23:25:31.824, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.49116, 1.49116, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
113, DC Power On, 2021-06-27T23:25:31.829, 2021-06-27T23:25:32.179, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.350388, 0.350388, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
114, AC Power On, 2021-06-27T23:25:32.181, 2021-06-27T23:25:34.444, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 2.26312, 2.26312, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
115, Find Attached Devices, 2021-06-27T23:25:34.450, 2021-06-27T23:25:52.467, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 18.0168, 18.0168, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
116, 12.8V No Load Test, 2021-06-27T23:25:52.473, 2021-06-27T23:25:54.227, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.75436, 1.75436, Passed, Numeric, 12.8159792, AND, LimitPair, N.A, volt, 12.16, 13.44, 
117, 12.8V Load 30W, 2021-06-27T23:25:54.229, 2021-06-27T23:25:55.714, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.48471, 1.48471, Passed, Numeric, 12.67448, AND, LimitPair, N.A, volt, 12.16, 13.44, 
118, 5V No Load Test, 2021-06-27T23:25:55.721, 2021-06-27T23:25:56.466, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.745719, 0.745719, Passed, Numeric, 5.0578431, AND, LimitPair, N.A, volt, 4.75, 5.25, 
119, 5V 600mA Load, 2021-06-27T23:25:56.468, 2021-06-27T23:25:57.714, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24577, 1.24577, Passed, Numeric, 5.10499763, AND, LimitPair, N.A, volt, 4.75, 5.25, 
120, 3.3V Voltage Check, 2021-06-27T23:25:57.720, 2021-06-27T23:25:58.518, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.798052, 0.798052, Passed, Numeric, 3.32068051, AND, LimitPair, N.A, volt, 2.85, 3.45, 
121, Battery Voltage Check, 2021-06-27T23:25:58.525, 2021-06-27T23:25:59.258, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.73322, 0.73322, Passed, Numeric, 3.23006955, AND, LimitPair, N.A, volt, 2.85, 3.45, 
122, Wait 10, 2021-06-27T23:25:59.260, 2021-06-27T23:26:09.260, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0006, 10.0006, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
123, Remote Command Set, 2021-06-27T23:26:09.262, 2021-06-27T23:27:17.448, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 68.1866, 68.1866, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
124, Initialize SRAM and HC12, 2021-06-27T23:27:17.451, 2021-06-27T23:27:26.939, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48796, 9.48796, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
125, I2C Read Write Test, 2021-06-27T23:27:26.945, 2021-06-27T23:27:29.993, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 3.04755, 3.04755, Passed, Alpha VCC, 5.058669837, N.A, N.A, N.A, N.A, N.A, N.A, 
126, Get VCC Sensor Value, 2021-06-27T23:27:29.994, 2021-06-27T23:27:30.005, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0112628, 0.0112628, Passed, Numeric, 5.01176, AND, LimitPair, N.A, volt, 4.75, 5.25, 
127, Get 15V Sensor Value, 2021-06-27T23:27:30.007, 2021-06-27T23:27:30.024, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0168584, 0.0168584, Passed, Numeric, 13.1772, AND, LimitPair, N.A, volt, 12.16, 13.44, 
128, Get Power Sensor Value, 2021-06-27T23:27:30.026, 2021-06-27T23:27:30.037, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0112155, 0.0112155, Passed, Numeric, 39.6752, AND, LimitPair, N.A, volt, 38, 42, 
129, Lid Left Sensor Test, 2021-06-27T23:27:30.039, 2021-06-27T23:27:30.050, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0110023, 0.0110023, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
130, Lid Right Sensor Test, 2021-06-27T23:27:30.052, 2021-06-27T23:27:30.062, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.010806, 0.010806, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
131, HS Left Sensor Test, 2021-06-27T23:27:30.064, 2021-06-27T23:27:30.076, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0122679, 0.0122679, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
132, HS Right Sensor Test, 2021-06-27T23:27:30.078, 2021-06-27T23:27:30.090, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0120882, 0.0120882, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
133, Get Amp2 Sensor Value, 2021-06-27T23:27:30.092, 2021-06-27T23:27:30.103, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0111712, 0.0111712, Passed, Numeric, 21.6, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
134, Get Amp Sensor Value, 2021-06-27T23:27:30.105, 2021-06-27T23:27:30.116, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0109777, 0.0109777, Passed, Numeric, 21.7, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
