ID, administrator
name, administrator
ID, 1169
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-02T15:14:31.732
endDateTime, 2020-09-02T15:18:04.016
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 212.284
ModuleTime, 212.284
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
1170, Load Bio Rad DLL, 2020-09-02T15:14:31.788, 2020-09-02T15:14:31.790, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0013802, 0.0013802, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1171, Put UUT, 2020-09-02T15:14:31.811, 2020-09-02T15:14:40.961, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 9.14968, 9.14968, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1172, DC Power On, 2020-09-02T15:14:40.962, 2020-09-02T15:14:41.259, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.296505, 0.296505, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1173, AC Power On, 2020-09-02T15:14:41.260, 2020-09-02T15:14:43.047, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.78645, 1.78645, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
1174, Find Attached Devices, 2020-09-02T15:14:43.050, 2020-09-02T15:15:00.421, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.3708, 17.3708, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
1175, 12.8V No Load Test, 2020-09-02T15:15:00.425, 2020-09-02T15:15:01.651, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.22585, 1.22585, Passed, Numeric, 12.8488987, AND, LimitPair, N.A, volt, 12.16, 13.44, 
1176, 12.8V Load 30W, 2020-09-02T15:15:01.653, 2020-09-02T15:15:02.799, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.14618, 1.14618, Passed, Numeric, 12.6097587, AND, LimitPair, N.A, volt, 12.16, 13.44, 
1177, 5V No Load Test, 2020-09-02T15:15:02.803, 2020-09-02T15:15:03.522, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.719654, 0.719654, Passed, Numeric, 5.06703297, AND, LimitPair, N.A, volt, 4.75, 5.25, 
1178, 5V 600mA Load, 2020-09-02T15:15:03.524, 2020-09-02T15:15:04.799, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27486, 1.27486, Passed, Numeric, 5.09443869, AND, LimitPair, N.A, volt, 4.75, 5.25, 
1179, 3.3V Voltage Check, 2020-09-02T15:15:04.803, 2020-09-02T15:15:05.527, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.724487, 0.724487, Passed, Numeric, 3.31825474, AND, LimitPair, N.A, volt, 2.85, 3.45, 
