ID, administrator
name, administrator
ID, 745
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-08-22T08:19:18.574
endDateTime, 2020-08-22T08:23:20.406
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 241.832
ModuleTime, 241.832
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
746, Load Bio Rad DLL, 2020-08-22T08:19:18.639, 2020-08-22T08:19:19.004, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.365152, 0.365152, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
747, Put UUT, 2020-08-22T08:19:19.014, 2020-08-22T08:19:22.211, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 3.19667, 3.19667, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
748, DC Power On, 2020-08-22T08:19:22.213, 2020-08-22T08:19:22.533, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.320437, 0.320437, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
749, AC Power On, 2020-08-22T08:19:22.535, 2020-08-22T08:19:24.454, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.91938, 1.91938, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
750, Find Attached Devices, 2020-08-22T08:19:24.458, 2020-08-22T08:19:59.545, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0871, 35.0871, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
751, 12.8V No Load Test, 2020-08-22T08:19:59.549, 2020-08-22T08:20:00.772, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.22355, 1.22355, Passed, Numeric, 12.8597019, AND, LimitPair, N.A, volt, 12.16, 13.44, 
752, 12.8V Load 30W, 2020-08-22T08:20:00.774, 2020-08-22T08:20:02.305, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.53076, 1.53076, Passed, Numeric, 12.6160034, AND, LimitPair, N.A, volt, 12.16, 13.44, 
753, 5V No Load Test, 2020-08-22T08:20:02.310, 2020-08-22T08:20:03.019, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.708232, 0.708232, Passed, Numeric, 5.07802478, AND, LimitPair, N.A, volt, 4.75, 5.25, 
754, 5V 600mA Load, 2020-08-22T08:20:03.020, 2020-08-22T08:20:04.305, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.28447, 1.28447, Passed, Numeric, 5.07809601, AND, LimitPair, N.A, volt, 4.75, 5.25, 
755, 3.3V Voltage Check, 2020-08-22T08:20:04.309, 2020-08-22T08:20:05.021, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.712216, 0.712216, Passed, Numeric, 3.32939948, AND, LimitPair, N.A, volt, 2.85, 3.45, 
756, Battery Voltage Check, 2020-08-22T08:20:05.024, 2020-08-22T08:20:05.740, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.715233, 0.715233, Passed, Numeric, 3.21524907, AND, LimitPair, N.A, volt, 2.85, 3.45, 
757, Wait 10, 2020-08-22T08:20:05.741, 2020-08-22T08:20:15.742, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0007, 10.0007, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
