ID, administrator
name, administrator
ID, 37
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-13T09:59:50.607
endDateTime, 2022-04-13T10:03:42.365
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 231.758
ModuleTime, 231.758
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
38, Load Bio Rad DLL, 2022-04-13T09:59:50.645, 2022-04-13T09:59:50.647, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011523, 0.0011523, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
39, Put UUT, 2022-04-13T09:59:50.665, 2022-04-13T09:59:56.849, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 6.18331, 6.18331, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
40, DC Power On, 2022-04-13T09:59:56.853, 2022-04-13T09:59:57.151, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.298001, 0.298001, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
41, AC Power On, 2022-04-13T09:59:57.153, 2022-04-13T09:59:58.951, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.79893, 1.79893, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
42, Find Attached Devices, 2022-04-13T09:59:58.957, 2022-04-13T10:00:34.046, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0883, 35.0883, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
43, 12.8V No Load Test, 2022-04-13T10:00:34.052, 2022-04-13T10:00:35.776, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.72439, 1.72439, Passed, Numeric, 12.8463676, AND, LimitPair, N.A, volt, 12.16, 13.44, 
44, 12.8V Load 30W, 2022-04-13T10:00:35.778, 2022-04-13T10:00:36.961, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.18242, 1.18242, Passed, Numeric, 12.699841, AND, LimitPair, N.A, volt, 12.16, 13.44, 
45, 5V No Load Test, 2022-04-13T10:00:36.967, 2022-04-13T10:00:37.702, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.73481, 0.73481, Passed, Numeric, 5.04042421, AND, LimitPair, N.A, volt, 4.75, 5.25, 
46, 5V 600mA Load, 2022-04-13T10:00:37.704, 2022-04-13T10:00:38.961, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25678, 1.25678, Passed, Numeric, 5.05880808, AND, LimitPair, N.A, volt, 4.75, 5.25, 
47, 3.3V Voltage Check, 2022-04-13T10:00:38.967, 2022-04-13T10:00:39.703, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.735651, 0.735651, Passed, Numeric, 3.29082216, AND, LimitPair, N.A, volt, 2.85, 3.45, 
48, Battery Voltage Check, 2022-04-13T10:00:39.709, 2022-04-13T10:00:40.460, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, true, 14, 0.751235, Failed, Numeric, 0.000135089349, AND, LimitPair, N.A, volt, 2.85, 3.45, 
49, Wait 10, 2022-04-13T10:00:40.462, 2022-04-13T10:00:50.463, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0008, 10.0008, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
