ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-05-28T13:05:54.778
endDateTime, 2021-05-28T13:06:16.796
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 22.019
ModuleTime, 22.019
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2021-05-28T13:05:54.883, 2021-05-28T13:05:54.884, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0014755, 0.0014755, Done, 
5, Put UUT, 2021-05-28T13:05:54.918, 2021-05-28T13:05:55.896, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 0.978793, 0.978793, Passed, 
6, DC Power On, 2021-05-28T13:05:55.900, 2021-05-28T13:05:56.222, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.321892, 0.321892, Done, 
7, AC Power On, 2021-05-28T13:05:56.223, 2021-05-28T13:05:58.331, ID#:GzbbZRerW0KsOfSjLH45uD, Test, Action, Main, 0, 2, 2.10751, 2.10751, Aborted, 
8, Power Off, 2021-05-28T13:05:58.331, 2021-05-28T13:06:00.484, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 2.15287, 2.15287, Done, 
9, DC Power Off, 2021-05-28T13:06:00.726, 2021-05-28T13:06:01.063, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.336751, 0.336751, Done, 
10, Wait 10, 2021-05-28T13:06:01.063, 2021-05-28T13:06:16.772, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 15.7092, 15.7092, Aborted, 
