ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-06T16:29:54.939
endDateTime, 2022-04-06T16:34:22.712
Event ID, Error Message
Severity, 4
Error source, Error.Msg
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 267.773
ModuleTime, 267.773
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, Event ID, Severity, Error source, ResultDataType, 
4, Load Bio Rad DLL, 2022-04-06T16:29:55.064, 2022-04-06T16:30:13.935, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 18.8708, 18.8708, Done, N.A, N.A, N.A, N.A, 
5, Put UUT, 2022-04-06T16:30:13.942, 2022-04-06T16:30:18.073, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.13134, 4.13134, Passed, N.A, N.A, N.A, N.A, 
6, DC Power On, 2022-04-06T16:30:18.079, 2022-04-06T16:30:18.237, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.158114, 0.158114, Done, N.A, N.A, N.A, N.A, 
7, AC Power On, 2022-04-06T16:30:18.238, 2022-04-06T16:34:05.088, ID#:GzbbZRerW0KsOfSjLH45uD, Test, Action, Main, 0, 2, 226.85, 226.85, Aborted, Error Message, 4, Error.Msg, Error, 
8, Power Off, 2022-04-06T16:34:05.129, 2022-04-06T16:34:07.633, ID#:+HcHQC/MrEW6zKqBfNUvNB, Test, Action, Cleanup, 0, 0, 2.50373, 2.50373, Aborted, Error Message, 4, Error.Msg, Error, 
9, DC Power Off, 2022-04-06T16:34:07.652, 2022-04-06T16:34:07.689, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.0365358, 0.0365358, Done, N.A, N.A, N.A, N.A, 
10, Wait 10, 2022-04-06T16:34:07.693, 2022-04-06T16:34:22.695, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0016, 15.0016, Done, N.A, N.A, N.A, N.A, 
