ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-05T11:00:25.979
endDateTime, 2020-09-05T11:01:00.959
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 34.9804
ModuleTime, 34.9804
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2020-09-05T11:00:26.165, 2020-09-05T11:00:45.021, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 18.8566, 18.8566, Done, 
5, Put UUT, 2020-09-05T11:00:45.030, 2020-09-05T11:00:54.993, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 9.96286, 9.96286, Passed, 
6, DC Power On, 2020-09-05T11:00:55.010, 2020-09-05T11:00:55.413, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.40274, 0.40274, Done, 
7, AC Power On, 2020-09-05T11:00:55.414, 2020-09-05T11:00:57.030, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.61601, 1.61601, Done, 
8, Power Off, 2020-09-05T11:00:58.252, 2020-09-05T11:01:00.174, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.92207, 1.92207, Done, 
9, DC Power Off, 2020-09-05T11:01:00.174, 2020-09-05T11:01:00.494, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.320041, 0.320041, Done, 
10, Wait 10, 2020-09-05T11:01:00.494, 2020-09-05T11:01:00.945, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 0.451064, 0.451064, Aborted, 
