ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-11-04T16:03:23.642
endDateTime, 2020-11-04T16:04:47.258
Event ID, Error Message
Severity, 4
Error source, Error.Msg
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 83.6168
ModuleTime, 83.6168
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, Event ID, Severity, Error source, ResultDataType, 
4, Load Bio Rad DLL, 2020-11-04T16:03:23.824, 2020-11-04T16:03:23.826, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0016801, 0.0016801, Done, N.A, N.A, N.A, N.A, 
5, Put UUT, 2020-11-04T16:03:23.836, 2020-11-04T16:03:24.302, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 0.465895, 0.465895, Passed, N.A, N.A, N.A, N.A, 
6, DC Power On, 2020-11-04T16:03:24.375, 2020-11-04T16:03:28.895, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 4.51958, 4.51958, Done, N.A, N.A, N.A, N.A, 
7, AC Power On, 2020-11-04T16:03:28.899, 2020-11-04T16:04:15.187, ID#:GzbbZRerW0KsOfSjLH45uD, Test, Action, Main, 0, 2, 46.2886, 46.2886, Aborted, Error Message, 4, Error.Msg, Error, 
8, Power Off, 2020-11-04T16:04:15.232, 2020-11-04T16:04:36.774, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 21.5427, 21.5427, Done, N.A, N.A, N.A, N.A, 
9, DC Power Off, 2020-11-04T16:04:36.787, 2020-11-04T16:04:37.157, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.369688, 0.369688, Done, N.A, N.A, N.A, N.A, 
10, Wait 10, 2020-11-04T16:04:37.169, 2020-11-04T16:04:47.248, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 10.0787, 10.0787, Aborted, N.A, N.A, N.A, N.A, 
