ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-01T11:53:41.213
endDateTime, 2021-03-01T12:01:43.057
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 481.844
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
4, Load Bio Rad DLL, 2021-03-01T11:53:41.371, 2021-03-01T11:53:41.500, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.128455, 0.128455, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-03-01T11:53:41.510, 2021-03-01T11:53:45.076, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 3.56615, 3.56615, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-03-01T11:53:45.083, 2021-03-01T11:53:45.453, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.370207, 0.370207, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-03-01T11:53:45.456, 2021-03-01T11:53:47.073, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.61728, 1.61728, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-03-01T11:53:47.305, 2021-03-01T11:54:04.367, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.0618, 17.0618, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-03-01T11:54:04.375, 2021-03-01T11:54:05.802, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.427, 1.427, Passed, Numeric, 12.7534255, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
10, 12.8V Load 30W, 2021-03-01T11:54:05.806, 2021-03-01T11:54:07.219, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.41396, 1.41396, Passed, Numeric, 12.5357924, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
11, 5V No Load Test, 2021-03-01T11:54:07.232, 2021-03-01T11:54:07.949, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.716772, 0.716772, Passed, Numeric, 5.07075169, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
12, 5V 600mA Load, 2021-03-01T11:54:07.952, 2021-03-01T11:54:09.218, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.26622, 1.26622, Passed, Numeric, 5.00837056, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
13, 3.3V Voltage Check, 2021-03-01T11:54:09.227, 2021-03-01T11:54:09.940, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.713018, 0.713018, Passed, Numeric, 3.31872172, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
