ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-05-26T05:31:38.382
endDateTime, 2021-05-26T05:32:47.913
Event ID, Error Message
Severity, 4
Error source, Error.Msg
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 69.5313
ModuleTime, 69.5313
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, Event ID, Severity, Error source, ResultDataType, 
4, Load Bio Rad DLL, 2021-05-26T05:31:38.577, 2021-05-26T05:31:38.674, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0973516, 0.0973516, Done, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-05-26T05:31:38.684, 2021-05-26T05:31:46.556, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 7.87214, 7.87214, Passed, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-05-26T05:31:46.567, 2021-05-26T05:31:46.600, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.0336031, 0.0336031, Done, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-05-26T05:31:46.620, 2021-05-26T05:32:27.070, ID#:GzbbZRerW0KsOfSjLH45uD, Test, Action, Main, 0, 2, 40.4493, 40.4493, Aborted, Error Message, 4, Error.Msg, Error, 
8, Power Off, 2021-05-26T05:32:27.116, 2021-05-26T05:32:32.857, ID#:+HcHQC/MrEW6zKqBfNUvNB, Test, Action, Cleanup, 0, 0, 5.74103, 5.74103, Aborted, Error Message, 4, Error.Msg, Error, 
9, DC Power Off, 2021-05-26T05:32:32.886, 2021-05-26T05:32:32.899, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.0134272, 0.0134272, Done, N.A, N.A, N.A, N.A, 
10, Wait 10, 2021-05-26T05:32:32.906, 2021-05-26T05:32:47.907, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0011, 15.0011, Done, N.A, N.A, N.A, N.A, 
