ID, administrator
name, administrator
ID, 588
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-07-05T15:24:37.154
endDateTime, 2021-07-05T15:30:02.458
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 325.305
ModuleTime, 325.305
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
589, Load Bio Rad DLL, 2021-07-05T15:24:37.196, 2021-07-05T15:24:37.197, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0013222, 0.0013222, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
590, Put UUT, 2021-07-05T15:24:37.222, 2021-07-05T15:24:39.530, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.30816, 2.30816, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
591, DC Power On, 2021-07-05T15:24:39.535, 2021-07-05T15:24:39.888, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.352777, 0.352777, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
592, AC Power On, 2021-07-05T15:24:39.889, 2021-07-05T15:24:41.940, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 2.05077, 2.05077, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
593, Find Attached Devices, 2021-07-05T15:24:41.946, 2021-07-05T15:24:56.981, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.035, 15.035, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
594, 12.8V No Load Test, 2021-07-05T15:24:56.985, 2021-07-05T15:24:58.690, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.70565, 1.70565, Passed, Numeric, 12.8529811, AND, LimitPair, N.A, volt, 12.16, 13.44, 
595, 12.8V Load 30W, 2021-07-05T15:24:58.692, 2021-07-05T15:25:00.183, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.49142, 1.49142, Passed, Numeric, 12.5418007, AND, LimitPair, N.A, volt, 12.16, 13.44, 
596, 5V No Load Test, 2021-07-05T15:25:00.190, 2021-07-05T15:25:00.923, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.733513, 0.733513, Passed, Numeric, 5.08027608, AND, LimitPair, N.A, volt, 4.75, 5.25, 
597, 5V 600mA Load, 2021-07-05T15:25:00.924, 2021-07-05T15:25:02.182, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25762, 1.25762, Passed, Numeric, 5.07142229, AND, LimitPair, N.A, volt, 4.75, 5.25, 
598, 3.3V Voltage Check, 2021-07-05T15:25:02.186, 2021-07-05T15:25:02.901, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.714506, 0.714506, Passed, Numeric, 3.3022945, AND, LimitPair, N.A, volt, 2.85, 3.45, 
599, Battery Voltage Check, 2021-07-05T15:25:02.907, 2021-07-05T15:25:03.635, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.727973, 0.727973, Passed, Numeric, 3.2224863, AND, LimitPair, N.A, volt, 2.85, 3.45, 
600, Wait 10, 2021-07-05T15:25:03.637, 2021-07-05T15:25:13.638, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0004, 10.0004, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
601, Remote Command Set, 2021-07-05T15:25:13.639, 2021-07-05T15:26:21.430, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.7907, 67.7907, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
602, Initialize SRAM and HC12, 2021-07-05T15:26:21.431, 2021-07-05T15:26:30.919, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.4879, 9.4879, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
603, I2C Read Write Test, 2021-07-05T15:26:30.925, 2021-07-05T15:26:33.879, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.9548, 2.9548, Passed, Alpha VCC, 5.081660297, N.A, N.A, N.A, N.A, N.A, N.A, 
