ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-08-22T13:50:55.178
endDateTime, 2020-08-22T13:51:24.151
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 28.9734
ModuleTime, 28.9734
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2020-08-22T13:50:55.378, 2020-08-22T13:51:15.779, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 20.4004, 20.4004, Done, 
5, Put UUT, 2020-08-22T13:51:15.788, 2020-08-22T13:51:18.783, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.99569, 2.99569, Passed, 
6, DC Power On, 2020-08-22T13:51:18.799, 2020-08-22T13:51:19.196, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.396056, 0.396056, Done, 
7, AC Power On, 2020-08-22T13:51:19.199, 2020-08-22T13:51:20.929, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.72971, 1.72971, Done, 
8, Power Off, 2020-08-22T13:51:21.806, 2020-08-22T13:51:23.671, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.8657, 1.8657, Done, 
9, DC Power Off, 2020-08-22T13:51:23.671, 2020-08-22T13:51:23.990, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.318969, 0.318969, Done, 
10, Wait 10, 2020-08-22T13:51:23.990, 2020-08-22T13:51:24.141, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 0.150981, 0.150981, Aborted, 
