ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-05T04:03:17.234
endDateTime, 2020-09-05T04:04:02.680
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 45.4461
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2020-09-05T04:03:17.416, 2020-09-05T04:03:36.277, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 18.861, 18.861, Done, 
5, Put UUT, 2020-09-05T04:03:36.286, 2020-09-05T04:03:45.653, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, true, 0, 9.36712, Failed, 
6, Power Off, 2020-09-05T04:03:45.678, 2020-09-05T04:03:47.320, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.64233, 1.64233, Done, 
7, DC Power Off, 2020-09-05T04:03:47.324, 2020-09-05T04:03:47.671, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.347544, 0.347544, Done, 
8, Wait 10, 2020-09-05T04:03:47.675, 2020-09-05T04:04:02.676, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0009, 15.0009, Done, 
