ID, administrator
name, administrator
ID, 538
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-04-13T20:24:35.013
endDateTime, 2021-04-13T20:28:04.895
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 209.882
ModuleTime, 209.882
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
539, Load Bio Rad DLL, 2021-04-13T20:24:35.062, 2021-04-13T20:24:35.063, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0009253, 0.0009253, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
540, Put UUT, 2021-04-13T20:24:35.088, 2021-04-13T20:24:37.344, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.25593, 2.25593, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
541, DC Power On, 2021-04-13T20:24:37.350, 2021-04-13T20:24:37.656, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.306497, 0.306497, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
542, AC Power On, 2021-04-13T20:24:37.659, 2021-04-13T20:24:39.759, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 2.10017, 2.10017, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
543, Find Attached Devices, 2021-04-13T20:24:39.771, 2021-04-13T20:24:57.027, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.2563, 17.2563, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
544, 12.8V No Load Test, 2021-04-13T20:24:57.035, 2021-04-13T20:24:58.766, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.73137, 1.73137, Passed, Numeric, 12.764713, AND, LimitPair, N.A, volt, 12.16, 13.44, 
545, 12.8V Load 30W, 2021-04-13T20:24:58.770, 2021-04-13T20:25:00.196, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.42585, 1.42585, Passed, Numeric, 12.556269, AND, LimitPair, N.A, volt, 12.16, 13.44, 
546, 5V No Load Test, 2021-04-13T20:25:00.205, 2021-04-13T20:25:00.914, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.709351, 0.709351, Passed, Numeric, 5.09212632, AND, LimitPair, N.A, volt, 4.75, 5.25, 
547, 5V 600mA Load, 2021-04-13T20:25:00.917, 2021-04-13T20:25:02.196, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27892, 1.27892, Passed, Numeric, 5.05799352, AND, LimitPair, N.A, volt, 4.75, 5.25, 
548, 3.3V Voltage Check, 2021-04-13T20:25:02.205, 2021-04-13T20:25:02.922, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.717212, 0.717212, Passed, Numeric, 3.31969792, AND, LimitPair, N.A, volt, 2.85, 3.45, 
549, Battery Voltage Check, 2021-04-13T20:25:02.933, 2021-04-13T20:25:03.646, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.713243, 0.713243, Passed, Numeric, 3.21901769, AND, LimitPair, N.A, volt, 2.85, 3.45, 
550, Wait 10, 2021-04-13T20:25:03.649, 2021-04-13T20:25:13.650, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0004, 10.0004, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
551, Remote Command Set, 2021-04-13T20:25:13.652, 2021-04-13T20:26:21.850, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 68.1978, 68.1978, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
552, Initialize SRAM and HC12, 2021-04-13T20:26:21.851, 2021-04-13T20:26:31.339, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48783, 9.48783, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
553, I2C Read Write Test, 2021-04-13T20:26:31.348, 2021-04-13T20:26:34.281, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.93344, 2.93344, Passed, Alpha VCC, 5.0921909775, N.A, N.A, N.A, N.A, N.A, N.A, 
554, Get VCC Sensor Value, 2021-04-13T20:26:34.284, 2021-04-13T20:26:34.296, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0113705, 0.0113705, Passed, Numeric, 5.03128, AND, LimitPair, N.A, volt, 4.75, 5.25, 
555, Get 15V Sensor Value, 2021-04-13T20:26:34.299, 2021-04-13T20:26:34.310, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0114188, 0.0114188, Passed, Numeric, 13.02552, AND, LimitPair, N.A, volt, 12.16, 13.44, 
556, Get Power Sensor Value, 2021-04-13T20:26:34.313, 2021-04-13T20:26:34.327, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0139541, 0.0139541, Passed, Numeric, 39.3464, AND, LimitPair, N.A, volt, 38, 42, 
557, Lid Left Sensor Test, 2021-04-13T20:26:34.330, 2021-04-13T20:26:34.343, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0122295, 0.0122295, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
558, Lid Right Sensor Test, 2021-04-13T20:26:34.346, 2021-04-13T20:26:34.356, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0108664, 0.0108664, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
559, HS Left Sensor Test, 2021-04-13T20:26:34.364, 2021-04-13T20:26:34.377, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0132162, 0.0132162, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
560, HS Right Sensor Test, 2021-04-13T20:26:34.380, 2021-04-13T20:26:34.392, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0120455, 0.0120455, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
561, Get Amp2 Sensor Value, 2021-04-13T20:26:34.395, 2021-04-13T20:26:34.406, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0110578, 0.0110578, Passed, Numeric, 23, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
562, Get Amp Sensor Value, 2021-04-13T20:26:34.410, 2021-04-13T20:26:34.426, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0167815, 0.0167815, Passed, Numeric, 23.2, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
563, Get Power Supply Sensor Value, 2021-04-13T20:26:34.430, 2021-04-13T20:26:34.442, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0124046, 0.0124046, Passed, Numeric, 25.4, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
564, SRAM Page 0 Check, 2021-04-13T20:26:34.450, 2021-04-13T20:27:20.751, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 46.3015, 46.3015, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
565, SRAM Page 1 Check, 2021-04-13T20:27:20.759, 2021-04-13T20:27:21.262, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.503001, 0.503001, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
566, SRAM Page 2 Check, 2021-04-13T20:27:21.265, 2021-04-13T20:27:21.666, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.400915, 0.400915, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
567, SRAM Page 3 Check, 2021-04-13T20:27:21.669, 2021-04-13T20:27:22.127, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.45761, 0.45761, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
568, Power Cycle Unit, 2021-04-13T20:27:22.129, 2021-04-13T20:27:51.145, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 29.0157, 29.0157, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
569, Battery Backup Test, 2021-04-13T20:27:51.147, 2021-04-13T20:27:52.201, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.0547, 1.0547, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
570, Block Sensor 0 Check, 2021-04-13T20:27:52.205, 2021-04-13T20:27:52.221, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0156888, 0.0156888, Passed, Numeric, 52.82, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
571, Block Sensor 1 Check, 2021-04-13T20:27:52.222, 2021-04-13T20:27:52.232, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0100342, 0.0100342, Passed, Numeric, 52.82, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
