ID, administrator
name, administrator
ID, 443
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-06-22T20:00:34.721
endDateTime, 2021-06-22T20:04:22.921
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 228.2
ModuleTime, 228.2
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
444, Load Bio Rad DLL, 2021-06-22T20:00:34.762, 2021-06-22T20:00:34.763, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010617, 0.0010617, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
445, Put UUT, 2021-06-22T20:00:34.786, 2021-06-22T20:00:37.147, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.36087, 2.36087, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
446, DC Power On, 2021-06-22T20:00:37.160, 2021-06-22T20:00:37.481, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.320856, 0.320856, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
447, AC Power On, 2021-06-22T20:00:37.482, 2021-06-22T20:00:39.385, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.90294, 1.90294, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
448, Find Attached Devices, 2021-06-22T20:00:39.391, 2021-06-22T20:00:54.553, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.1617, 15.1617, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
449, 12.8V No Load Test, 2021-06-22T20:00:54.556, 2021-06-22T20:00:56.229, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, true, 6, 1.67342, Failed, Numeric, 9.56725976, AND, LimitPair, N.A, volt, 12.16, 13.44, 
450, 12.8V Load 30W, 2021-06-22T20:00:56.230, 2021-06-22T20:00:57.623, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.3927, 1.3927, Passed, Numeric, 12.6541874, AND, LimitPair, N.A, volt, 12.16, 13.44, 
451, 5V No Load Test, 2021-06-22T20:00:57.629, 2021-06-22T20:00:58.377, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.748156, 0.748156, Passed, Numeric, 5.09712151, AND, LimitPair, N.A, volt, 4.75, 5.25, 
452, 5V 600mA Load, 2021-06-22T20:00:58.379, 2021-06-22T20:00:59.623, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.24367, 1.24367, Passed, Numeric, 5.09603196, AND, LimitPair, N.A, volt, 4.75, 5.25, 
453, 3.3V Voltage Check, 2021-06-22T20:00:59.629, 2021-06-22T20:01:00.371, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.741604, 0.741604, Passed, Numeric, 3.34767476, AND, LimitPair, N.A, volt, 2.85, 3.45, 
454, Battery Voltage Check, 2021-06-22T20:01:00.377, 2021-06-22T20:01:01.134, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.757117, 0.757117, Passed, Numeric, 3.23281712, AND, LimitPair, N.A, volt, 2.85, 3.45, 
455, Wait 10, 2021-06-22T20:01:01.136, 2021-06-22T20:01:11.136, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0004, 10.0004, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
456, Remote Command Set, 2021-06-22T20:01:11.138, 2021-06-22T20:02:18.654, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.5163, 67.5163, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
457, Initialize SRAM and HC12, 2021-06-22T20:02:18.655, 2021-06-22T20:02:28.139, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48383, 9.48383, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
458, I2C Read Write Test, 2021-06-22T20:02:28.145, 2021-06-22T20:02:31.152, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 3.00677, 3.00677, Passed, Alpha VCC, 5.0987771755, N.A, N.A, N.A, N.A, N.A, N.A, 
459, Get VCC Sensor Value, 2021-06-22T20:02:31.153, 2021-06-22T20:02:31.165, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0113964, 0.0113964, Passed, Numeric, 5.00688, AND, LimitPair, N.A, volt, 4.75, 5.25, 
460, Get 15V Sensor Value, 2021-06-22T20:02:31.166, 2021-06-22T20:02:31.178, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0114246, 0.0114246, Passed, Numeric, 12.94968, AND, LimitPair, N.A, volt, 12.16, 13.44, 
461, Get Power Sensor Value, 2021-06-22T20:02:31.180, 2021-06-22T20:02:31.192, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0123539, 0.0123539, Passed, Numeric, 39.3464, AND, LimitPair, N.A, volt, 38, 42, 
462, Lid Left Sensor Test, 2021-06-22T20:02:31.194, 2021-06-22T20:02:31.205, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0108425, 0.0108425, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
463, Lid Right Sensor Test, 2021-06-22T20:02:31.206, 2021-06-22T20:02:31.217, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0108348, 0.0108348, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
464, HS Left Sensor Test, 2021-06-22T20:02:31.219, 2021-06-22T20:02:31.231, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.012333, 0.012333, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
465, HS Right Sensor Test, 2021-06-22T20:02:31.233, 2021-06-22T20:02:31.244, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0108468, 0.0108468, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
466, Get Amp2 Sensor Value, 2021-06-22T20:02:31.246, 2021-06-22T20:02:31.257, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0110274, 0.0110274, Passed, Numeric, 22.8, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
467, Get Amp Sensor Value, 2021-06-22T20:02:31.258, 2021-06-22T20:02:31.274, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0159371, 0.0159371, Passed, Numeric, 24.5, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
468, Get Power Supply Sensor Value, 2021-06-22T20:02:31.276, 2021-06-22T20:02:31.287, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0110391, 0.0110391, Passed, Numeric, 25.4, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
469, SRAM Page 0 Check, 2021-06-22T20:02:31.293, 2021-06-22T20:03:17.804, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 46.5108, 46.5108, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
470, SRAM Page 1 Check, 2021-06-22T20:03:17.807, 2021-06-22T20:03:18.301, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.494456, 0.494456, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
471, SRAM Page 2 Check, 2021-06-22T20:03:18.303, 2021-06-22T20:03:18.705, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.402803, 0.402803, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
472, SRAM Page 3 Check, 2021-06-22T20:03:18.707, 2021-06-22T20:03:19.174, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.467245, 0.467245, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
473, Power Cycle Unit, 2021-06-22T20:03:19.176, 2021-06-22T20:03:48.192, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 29.0161, 29.0161, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
474, Battery Backup Test, 2021-06-22T20:03:48.193, 2021-06-22T20:03:49.240, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.04763, 1.04763, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
475, Block Sensor 0 Check, 2021-06-22T20:03:49.243, 2021-06-22T20:03:49.255, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0115792, 0.0115792, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
476, Block Sensor 1 Check, 2021-06-22T20:03:49.256, 2021-06-22T20:03:49.267, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0112032, 0.0112032, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
477, Block Sensor 2 Check, 2021-06-22T20:03:49.268, 2021-06-22T20:03:49.279, ID#:d2vFO0lGmE+F/QuX5inooA, Test, NumericLimitTest, Main, 0, 40, 0.0103854, 0.0103854, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
478, Block Sensor 3 Check, 2021-06-22T20:03:49.279, 2021-06-22T20:03:49.289, ID#:lGDHqMrBvEe0/XaoG1N5ZC, Test, NumericLimitTest, Main, 0, 41, 0.0100214, 0.0100214, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
479, Block Sensor 4 Check, 2021-06-22T20:03:49.291, 2021-06-22T20:03:49.301, ID#:KtKGZ/k25EWm0Ydfq9zs3D, Test, NumericLimitTest, Main, 0, 42, 0.0108066, 0.0108066, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
480, Block Sensor 5 Check, 2021-06-22T20:03:49.305, 2021-06-22T20:03:49.317, ID#:3GZetcK/dk6icYqYr6ufRC, Test, NumericLimitTest, Main, 0, 43, 0.0119014, 0.0119014, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
481, TE CH0 Posistive Direction Check, 2021-06-22T20:03:49.336, 2021-06-22T20:03:50.118, ID#:wft4dbLGH0OE3xVoyu02CD, Test, NumericLimitTest, Main, 0, 45, 0.782069, 0.782069, Passed, Numeric, 10.7583446, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
482, TE CH0 Negative Direction Check, 2021-06-22T20:03:50.123, 2021-06-22T20:03:50.906, ID#:LOhQjTzEUESri0TYHJJM5B, Test, NumericLimitTest, Main, 0, 46, 0.783523, 0.783523, Passed, Numeric, -10.75343383333, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
483, TE CH1 Posistive Direction Check, 2021-06-22T20:03:50.917, 2021-06-22T20:03:51.750, ID#:/UGvDafsdEWLjx/wkIcdGD, Test, NumericLimitTest, Main, 0, 47, 0.833242, 0.833242, Passed, Numeric, 10.81572015, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
484, TE CH1 Negative Direction Check, 2021-06-22T20:03:51.761, 2021-06-22T20:03:52.600, ID#:Dja3YmK9y0WZKpGK9X0dOB, Test, NumericLimitTest, Main, 0, 48, 0.839298, 0.839298, Passed, Numeric, -10.81736105, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
485, TE CH2 Posistive Direction Check, 2021-06-22T20:03:52.611, 2021-06-22T20:03:53.408, ID#:KJVxC0mgxESHhK9gy2wDBD, Test, NumericLimitTest, Main, 0, 49, 0.79708, 0.79708, Passed, Numeric, 10.92496813333, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
486, TE CH2 Negative Direction Check, 2021-06-22T20:03:53.419, 2021-06-22T20:03:54.222, ID#:rm6qR2MdC0+ViheEO+3QWC, Test, NumericLimitTest, Main, 0, 50, 0.803549, 0.803549, Passed, Numeric, -10.92451356667, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
487, TE CH3 Posistive Direction Check, 2021-06-22T20:03:54.233, 2021-06-22T20:03:55.049, ID#:wRiEJh5U+Eun0KY+R/t4tC, Test, NumericLimitTest, Main, 0, 51, 0.816555, 0.816555, Passed, Numeric, 10.89051935, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
488, TE CH3 Negative Direction Check, 2021-06-22T20:03:55.060, 2021-06-22T20:03:55.867, ID#:coDVB3H0dkyDIE9HayPZJB, Test, NumericLimitTest, Main, 0, 52, 0.806514, 0.806514, Passed, Numeric, -10.8860412, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
489, TE CH4 Posistive Direction Check, 2021-06-22T20:03:55.878, 2021-06-22T20:03:56.686, ID#:5MY0Qves/0Smny/+tmcmqA, Test, NumericLimitTest, Main, 0, 53, 0.808393, 0.808393, Passed, Numeric, 10.782356, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
490, TE CH4 Negative Direction Check, 2021-06-22T20:03:56.697, 2021-06-22T20:03:57.507, ID#:Y+gR6YcIxU+RqEpITdJ/AB, Test, NumericLimitTest, Main, 0, 54, 0.809711, 0.809711, Passed, Numeric, -10.77154241667, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
491, TE CH5 Posistive Direction Check, 2021-06-22T20:03:57.518, 2021-06-22T20:03:58.325, ID#:BaOtgXz+REuaodw2owY5qD, Test, NumericLimitTest, Main, 0, 55, 0.80743, 0.80743, Passed, Numeric, 10.8803698, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
492, TE CH5 Negative Direction Check, 2021-06-22T20:03:58.336, 2021-06-22T20:03:59.148, ID#:VE/CPzbXEUGoC2cohZLciB, Test, NumericLimitTest, Main, 0, 56, 0.812515, 0.812515, Passed, Numeric, -10.88123586667, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
493, TE CH0 4.9A Current Check, 2021-06-22T20:03:59.159, 2021-06-22T20:03:59.992, ID#:HXtev7hBbEqHckdeyDggjC, Test, NumericLimitTest, Main, 0, 57, 0.832387, 0.832387, Passed, Numeric, 4.9680435, AND, LimitPair, N.A, ampere, 4.65, 5.15, 
494, TE CH1 4.9A Current Check, 2021-06-22T20:04:00.004, 2021-06-22T20:04:00.806, ID#:E9ohR7rRd06h1Ub0N5DZyA, Test, NumericLimitTest, Main, 0, 58, 0.80243, 0.80243, Passed, Numeric, 5.047919666667, AND, LimitPair, N.A, ampere, 4.65, 5.15, 
