ID, administrator
name, administrator
ID, 748
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-07-05T15:40:13.745
endDateTime, 2021-07-05T15:46:59.690
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 405.946
ModuleTime, 405.946
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
749, Load Bio Rad DLL, 2021-07-05T15:40:13.786, 2021-07-05T15:40:13.787, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0010414, 0.0010414, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
750, Put UUT, 2021-07-05T15:40:13.813, 2021-07-05T15:40:16.311, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.49813, 2.49813, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
751, DC Power On, 2021-07-05T15:40:16.312, 2021-07-05T15:40:16.642, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.330301, 0.330301, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
752, AC Power On, 2021-07-05T15:40:16.644, 2021-07-05T15:40:18.515, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.87118, 1.87118, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
753, Find Attached Devices, 2021-07-05T15:40:18.521, 2021-07-05T15:40:33.555, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.0341, 15.0341, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
754, 12.8V No Load Test, 2021-07-05T15:40:33.558, 2021-07-05T15:40:35.248, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.68977, 1.68977, Passed, Numeric, 12.8496143, AND, LimitPair, N.A, volt, 12.16, 13.44, 
755, 12.8V Load 30W, 2021-07-05T15:40:35.249, 2021-07-05T15:40:36.730, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.48162, 1.48162, Passed, Numeric, 12.5426495, AND, LimitPair, N.A, volt, 12.16, 13.44, 
756, 5V No Load Test, 2021-07-05T15:40:36.737, 2021-07-05T15:40:37.493, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.756456, 0.756456, Passed, Numeric, 5.08066728, AND, LimitPair, N.A, volt, 4.75, 5.25, 
757, 5V 600mA Load, 2021-07-05T15:40:37.495, 2021-07-05T15:40:38.730, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.23507, 1.23507, Passed, Numeric, 5.07122231, AND, LimitPair, N.A, volt, 4.75, 5.25, 
758, 3.3V Voltage Check, 2021-07-05T15:40:38.737, 2021-07-05T15:40:39.470, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.732839, 0.732839, Passed, Numeric, 3.30266805, AND, LimitPair, N.A, volt, 2.85, 3.45, 
