ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-01-30T05:18:52.995
endDateTime, 2021-01-30T05:22:39.555
Event ID, Error Message
Severity, 4
Error source, Error.Msg
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 226.56
ModuleTime, 226.56
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, Event ID, Severity, Error source, 
4, Load Bio Rad DLL, 2021-01-30T05:18:53.128, 2021-01-30T05:19:27.634, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 34.5065, 34.5065, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-01-30T05:19:27.662, 2021-01-30T05:19:32.420, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.75809, 4.75809, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-01-30T05:19:32.427, 2021-01-30T05:19:32.865, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.437745, 0.437745, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-01-30T05:19:32.870, 2021-01-30T05:19:33.822, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.952433, 0.952433, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-01-30T05:19:33.833, 2021-01-30T05:19:50.235, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.4022, 16.4022, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-01-30T05:19:50.247, 2021-01-30T05:22:24.053, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 153.806, 153.806, Aborted, Error, N.A, N.A, N.A, N.A, Error Message, 4, Error.Msg, 
10, Power Off, 2021-01-30T05:22:24.083, 2021-01-30T05:22:24.151, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 0.067694, 0.067694, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
11, DC Power Off, 2021-01-30T05:22:24.180, 2021-01-30T05:22:24.529, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.348859, 0.348859, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
12, Wait 10, 2021-01-30T05:22:24.541, 2021-01-30T05:22:39.543, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.002, 15.002, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
