ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-13T09:48:00.531
endDateTime, 2022-04-13T09:52:05.399
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 244.869
ModuleTime, 244.869
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2022-04-13T09:48:00.669, 2022-04-13T09:48:34.879, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 34.2096, 34.2096, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2022-04-13T09:48:34.903, 2022-04-13T09:48:39.367, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.46446, 4.46446, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2022-04-13T09:48:39.372, 2022-04-13T09:48:39.672, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.30042, 0.30042, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2022-04-13T09:48:39.677, 2022-04-13T09:48:39.851, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.174198, 0.174198, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2022-04-13T09:48:39.861, 2022-04-13T09:48:57.414, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 17.5529, 17.5529, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2022-04-13T09:48:57.418, 2022-04-13T09:48:58.671, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.25355, 1.25355, Passed, Numeric, 12.7680393, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2022-04-13T09:48:58.677, 2022-04-13T09:49:00.118, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.44103, 1.44103, Passed, Numeric, 12.509102, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2022-04-13T09:49:00.130, 2022-04-13T09:49:00.833, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.702496, 0.702496, Passed, Numeric, 5.08941096, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2022-04-13T09:49:00.838, 2022-04-13T09:49:02.117, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27898, 1.27898, Passed, Numeric, 5.06064132, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2022-04-13T09:49:02.130, 2022-04-13T09:49:02.842, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.712839, 0.712839, Passed, Numeric, 3.33103782, AND, LimitPair, N.A, volt, 2.85, 3.45, 
14, Battery Voltage Check, 2022-04-13T09:49:02.854, 2022-04-13T09:49:03.581, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, true, 14, 0.727719, Failed, Numeric, 1.8447395e-005, AND, LimitPair, N.A, volt, 2.85, 3.45, 
15, Wait 10, 2022-04-13T09:49:03.587, 2022-04-13T09:49:13.588, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0015, 10.0015, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
16, Remote Command Set, 2022-04-13T09:49:13.592, 2022-04-13T09:50:15.326, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 61.7347, 61.7347, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
17, Initialize SRAM and HC12, 2022-04-13T09:50:15.328, 2022-04-13T09:50:24.816, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48781, 9.48781, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
18, I2C Read Write Test, 2022-04-13T09:50:24.827, 2022-04-13T09:50:27.787, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.9599, 2.9599, Passed, Alpha VCC, 5.090345397, N.A, N.A, N.A, N.A, N.A, N.A, 
19, Get VCC Sensor Value, 2022-04-13T09:50:27.793, 2022-04-13T09:50:27.810, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0166588, 0.0166588, Passed, Numeric, 5.01176, AND, LimitPair, N.A, volt, 4.75, 5.25, 
20, Get 15V Sensor Value, 2022-04-13T09:50:27.815, 2022-04-13T09:50:27.834, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0192305, 0.0192305, Passed, Numeric, 13.01604, AND, LimitPair, N.A, volt, 12.16, 13.44, 
21, Get Power Sensor Value, 2022-04-13T09:50:27.839, 2022-04-13T09:50:27.855, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0155011, 0.0155011, Passed, Numeric, 39.2368, AND, LimitPair, N.A, volt, 38, 42, 
22, Lid Left Sensor Test, 2022-04-13T09:50:27.860, 2022-04-13T09:50:27.876, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0156386, 0.0156386, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
