ID, administrator
name, administrator
ID, 2450
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-07-21T08:00:38.614
endDateTime, 2021-07-21T08:09:12.554
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 513.941
ModuleTime, 513.941
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
2451, Load Bio Rad DLL, 2021-07-21T08:00:38.650, 2021-07-21T08:00:38.652, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0014633, 0.0014633, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2452, Put UUT, 2021-07-21T08:00:38.668, 2021-07-21T08:00:40.321, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.65293, 1.65293, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2453, DC Power On, 2021-07-21T08:00:40.329, 2021-07-21T08:00:40.654, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.325621, 0.325621, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2454, AC Power On, 2021-07-21T08:00:40.659, 2021-07-21T08:00:40.799, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.139554, 0.139554, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2455, Find Attached Devices, 2021-07-21T08:00:40.801, 2021-07-21T08:01:15.894, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0926, 35.0926, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
2456, 12.8V No Load Test, 2021-07-21T08:01:15.906, 2021-07-21T08:01:17.192, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.28585, 1.28585, Passed, Numeric, 12.8126216, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
2457, 12.8V Load 30W, 2021-07-21T08:01:17.198, 2021-07-21T08:01:18.519, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.32092, 1.32092, Passed, Numeric, 12.48198, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
2458, 5V No Load Test, 2021-07-21T08:01:18.532, 2021-07-21T08:01:19.245, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.713499, 0.713499, Passed, Numeric, 5.05183451, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
2459, 5V 600mA Load, 2021-07-21T08:01:19.250, 2021-07-21T08:01:20.519, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.2685, 1.2685, Passed, Numeric, 5.01890901, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
2460, 3.3V Voltage Check, 2021-07-21T08:01:20.531, 2021-07-21T08:01:21.243, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.711959, 0.711959, Passed, Numeric, 3.32001972, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
2461, Battery Voltage Check, 2021-07-21T08:01:21.255, 2021-07-21T08:01:21.985, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.730678, 0.730678, Passed, Numeric, 3.2169223, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
2462, Wait 10, 2021-07-21T08:01:21.991, 2021-07-21T08:01:31.991, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0005, 10.0005, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2463, Remote Command Set, 2021-07-21T08:01:31.995, 2021-07-21T08:02:33.668, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 61.6734, 61.6734, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2464, Initialize SRAM and HC12, 2021-07-21T08:02:33.675, 2021-07-21T08:02:43.164, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48966, 9.48966, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2465, I2C Read Write Test, 2021-07-21T08:02:43.176, 2021-07-21T08:02:46.140, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.96468, 2.96468, Passed, Alpha VCC, 5.052574853, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2466, Get VCC Sensor Value, 2021-07-21T08:02:46.146, 2021-07-21T08:02:46.159, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0125518, 0.0125518, Passed, Numeric, 4.98736, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
2467, Get 15V Sensor Value, 2021-07-21T08:02:46.164, 2021-07-21T08:02:46.176, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0123273, 0.0123273, Passed, Numeric, 13.21512, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
2468, Get Power Sensor Value, 2021-07-21T08:02:46.181, 2021-07-21T08:02:46.194, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0123526, 0.0123526, Passed, Numeric, 39.6752, AND, LimitPair, N.A, volt, 38, 42, N.A, 
2469, Lid Left Sensor Test, 2021-07-21T08:02:46.199, 2021-07-21T08:02:46.211, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.012276, 0.012276, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
2470, Lid Right Sensor Test, 2021-07-21T08:02:46.216, 2021-07-21T08:02:46.228, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0121532, 0.0121532, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
2471, HS Left Sensor Test, 2021-07-21T08:02:46.233, 2021-07-21T08:02:46.245, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0120509, 0.0120509, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
2472, HS Right Sensor Test, 2021-07-21T08:02:46.250, 2021-07-21T08:02:46.262, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0121474, 0.0121474, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
2473, Get Amp2 Sensor Value, 2021-07-21T08:02:46.268, 2021-07-21T08:02:46.286, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.017922, 0.017922, Passed, Numeric, 21.3, AND, LimitPair, N.A, degrees Celsius, 0, 50, N.A, 
2474, Get Amp Sensor Value, 2021-07-21T08:02:46.289, 2021-07-21T08:02:46.301, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0122349, 0.0122349, Passed, Numeric, 21.3, AND, LimitPair, N.A, degrees Celsius, 0, 50, N.A, 
2475, Get Power Supply Sensor Value, 2021-07-21T08:02:46.305, 2021-07-21T08:02:46.316, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0110847, 0.0110847, Passed, Numeric, 25.4, AND, LimitPair, N.A, degrees Celsius, -50, 50, N.A, 
2476, SRAM Page 0 Check, 2021-07-21T08:02:46.324, 2021-07-21T08:03:35.448, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 49.1248, 49.1248, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2477, SRAM Page 1 Check, 2021-07-21T08:03:35.467, 2021-07-21T08:03:35.963, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.495523, 0.495523, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2478, SRAM Page 2 Check, 2021-07-21T08:03:35.967, 2021-07-21T08:03:36.387, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.42046, 0.42046, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2479, SRAM Page 3 Check, 2021-07-21T08:03:36.392, 2021-07-21T08:03:36.870, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.478118, 0.478118, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2480, Power Cycle Unit, 2021-07-21T08:03:36.875, 2021-07-21T08:04:02.975, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 26.0999, 26.0999, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2481, Battery Backup Test, 2021-07-21T08:04:02.981, 2021-07-21T08:04:04.271, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.29024, 1.29024, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
2482, Block Sensor 0 Check, 2021-07-21T08:04:04.283, 2021-07-21T08:04:04.295, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0124495, 0.0124495, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, N.A, 
2483, Block Sensor 1 Check, 2021-07-21T08:04:04.301, 2021-07-21T08:04:04.313, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0123259, 0.0123259, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, N.A, 
2484, Block Sensor 2 Check, 2021-07-21T08:04:04.319, 2021-07-21T08:04:04.335, ID#:d2vFO0lGmE+F/QuX5inooA, Test, NumericLimitTest, Main, 0, 40, 0.0164964, 0.0164964, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, N.A, 
2485, Block Sensor 3 Check, 2021-07-21T08:04:04.347, 2021-07-21T08:04:04.357, ID#:lGDHqMrBvEe0/XaoG1N5ZC, Test, NumericLimitTest, Main, 0, 41, 0.0100556, 0.0100556, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, N.A, 
2486, Block Sensor 4 Check, 2021-07-21T08:04:04.361, 2021-07-21T08:04:04.371, ID#:KtKGZ/k25EWm0Ydfq9zs3D, Test, NumericLimitTest, Main, 0, 42, 0.0101377, 0.0101377, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, N.A, 
2487, Block Sensor 5 Check, 2021-07-21T08:04:04.374, 2021-07-21T08:04:04.387, ID#:3GZetcK/dk6icYqYr6ufRC, Test, NumericLimitTest, Main, 0, 43, 0.0128299, 0.0128299, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, N.A, 
2488, TE CH0 Posistive Direction Check, 2021-07-21T08:04:04.394, 2021-07-21T08:04:05.177, ID#:wft4dbLGH0OE3xVoyu02CD, Test, NumericLimitTest, Main, 0, 45, 0.782938, 0.782938, Passed, Numeric, 10.65340343333, AND, LimitPair, N.A, ampere, 10.165, 11.235, N.A, 
2489, TE CH0 Negative Direction Check, 2021-07-21T08:04:05.190, 2021-07-21T08:04:05.961, ID#:LOhQjTzEUESri0TYHJJM5B, Test, NumericLimitTest, Main, 0, 46, 0.771356, 0.771356, Passed, Numeric, -10.65620101667, AND, LimitPair, N.A, ampere, -11.235, -10.165, N.A, 
2490, TE CH1 Posistive Direction Check, 2021-07-21T08:04:05.973, 2021-07-21T08:04:06.753, ID#:/UGvDafsdEWLjx/wkIcdGD, Test, NumericLimitTest, Main, 0, 47, 0.779382, 0.779382, Passed, Numeric, 10.64301785, AND, LimitPair, N.A, ampere, 10.165, 11.235, N.A, 
2491, TE CH1 Negative Direction Check, 2021-07-21T08:04:06.765, 2021-07-21T08:04:07.550, ID#:Dja3YmK9y0WZKpGK9X0dOB, Test, NumericLimitTest, Main, 0, 48, 0.78498, 0.78498, Passed, Numeric, -10.6407249, AND, LimitPair, N.A, ampere, -11.235, -10.165, N.A, 
2492, TE CH2 Posistive Direction Check, 2021-07-21T08:04:07.563, 2021-07-21T08:04:08.327, ID#:KJVxC0mgxESHhK9gy2wDBD, Test, NumericLimitTest, Main, 0, 49, 0.764618, 0.764618, Passed, Numeric, 10.61878815, AND, LimitPair, N.A, ampere, 10.165, 11.235, N.A, 
2493, TE CH2 Negative Direction Check, 2021-07-21T08:04:08.340, 2021-07-21T08:04:09.117, ID#:rm6qR2MdC0+ViheEO+3QWC, Test, NumericLimitTest, Main, 0, 50, 0.776698, 0.776698, Passed, Numeric, -10.62452491667, AND, LimitPair, N.A, ampere, -11.235, -10.165, N.A, 
2494, TE CH3 Posistive Direction Check, 2021-07-21T08:04:09.129, 2021-07-21T08:04:09.902, ID#:wRiEJh5U+Eun0KY+R/t4tC, Test, NumericLimitTest, Main, 0, 51, 0.77264, 0.77264, Passed, Numeric, 10.60381005, AND, LimitPair, N.A, ampere, 10.165, 11.235, N.A, 
2495, TE CH3 Negative Direction Check, 2021-07-21T08:04:09.915, 2021-07-21T08:04:10.697, ID#:coDVB3H0dkyDIE9HayPZJB, Test, NumericLimitTest, Main, 0, 52, 0.782226, 0.782226, Passed, Numeric, -10.59827343333, AND, LimitPair, N.A, ampere, -11.235, -10.165, N.A, 
2496, TE CH4 Posistive Direction Check, 2021-07-21T08:04:10.709, 2021-07-21T08:04:11.470, ID#:5MY0Qves/0Smny/+tmcmqA, Test, NumericLimitTest, Main, 0, 53, 0.760516, 0.760516, Passed, Numeric, 10.637406, AND, LimitPair, N.A, ampere, 10.165, 11.235, N.A, 
