ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-24T12:02:24.831
endDateTime, 2021-03-24T12:09:36.773
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 431.943
ModuleTime, 431.943
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2021-03-24T12:02:24.972, 2021-03-24T12:02:59.948, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 34.976, 34.976, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-03-24T12:02:59.955, 2021-03-24T12:03:02.292, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.33665, 2.33665, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-03-24T12:03:02.299, 2021-03-24T12:03:03.787, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 1.48786, 1.48786, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-03-24T12:03:03.793, 2021-03-24T12:03:04.532, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.739259, 0.739259, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-03-24T12:03:04.543, 2021-03-24T12:03:21.273, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.7302, 16.7302, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-03-24T12:03:21.286, 2021-03-24T12:03:25.277, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 3.99187, 3.99187, Passed, Numeric, 12.8226466, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2021-03-24T12:03:25.283, 2021-03-24T12:03:27.316, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 2.03309, 2.03309, Passed, Numeric, 12.6723671, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2021-03-24T12:03:27.329, 2021-03-24T12:03:28.093, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.763907, 0.763907, Passed, Numeric, 5.04247333, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2021-03-24T12:03:28.099, 2021-03-24T12:03:29.315, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.21616, 1.21616, Passed, Numeric, 5.0533477, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2021-03-24T12:03:29.327, 2021-03-24T12:03:30.072, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.745014, 0.745014, Passed, Numeric, 3.326194, AND, LimitPair, N.A, volt, 2.85, 3.45, 
