ID, administrator
name, administrator
ID, 82
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-13T09:57:46.382
endDateTime, 2022-04-13T10:00:48.695
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 182.314
ModuleTime, 182.314
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
83, Load Bio Rad DLL, 2022-04-13T09:57:46.411, 2022-04-13T09:57:46.413, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011242, 0.0011242, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
84, Put UUT, 2022-04-13T09:57:46.432, 2022-04-13T09:57:50.827, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 4.39511, 4.39511, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
85, DC Power On, 2022-04-13T09:57:50.834, 2022-04-13T09:57:51.157, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.323136, 0.323136, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
86, AC Power On, 2022-04-13T09:57:51.162, 2022-04-13T09:57:51.315, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.152942, 0.152942, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
87, Find Attached Devices, 2022-04-13T09:57:51.325, 2022-04-13T09:58:26.417, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0915, 35.0915, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
88, 12.8V No Load Test, 2022-04-13T09:58:26.427, 2022-04-13T09:58:27.713, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.28589, 1.28589, Passed, Numeric, 12.8517559, AND, LimitPair, N.A, volt, 12.16, 13.44, 
89, 12.8V Load 30W, 2022-04-13T09:58:27.719, 2022-04-13T09:58:28.923, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.20471, 1.20471, Passed, Numeric, 12.5137423, AND, LimitPair, N.A, volt, 12.16, 13.44, 
90, 5V No Load Test, 2022-04-13T09:58:28.937, 2022-04-13T09:58:29.656, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.719445, 0.719445, Passed, Numeric, 5.05046801, AND, LimitPair, N.A, volt, 4.75, 5.25, 
91, 5V 600mA Load, 2022-04-13T09:58:29.662, 2022-04-13T09:58:30.923, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.26176, 1.26176, Passed, Numeric, 4.99955216, AND, LimitPair, N.A, volt, 4.75, 5.25, 
92, 3.3V Voltage Check, 2022-04-13T09:58:30.936, 2022-04-13T09:58:31.654, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.718161, 0.718161, Passed, Numeric, 3.30071971, AND, LimitPair, N.A, volt, 2.85, 3.45, 
