ID, administrator
name, administrator
ID, 109
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-07-15T10:48:28.929
endDateTime, 2021-07-15T10:56:29.278
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 480.349
ModuleTime, 480.349
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
110, Load Bio Rad DLL, 2021-07-15T10:48:28.965, 2021-07-15T10:48:28.967, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011937, 0.0011937, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
111, Put UUT, 2021-07-15T10:48:28.982, 2021-07-15T10:48:32.945, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 3.96307, 3.96307, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
112, DC Power On, 2021-07-15T10:48:32.953, 2021-07-15T10:48:33.291, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.338507, 0.338507, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
113, AC Power On, 2021-07-15T10:48:33.296, 2021-07-15T10:48:33.460, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.163685, 0.163685, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
114, Find Attached Devices, 2021-07-15T10:48:33.470, 2021-07-15T10:48:49.595, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.1248, 16.1248, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
115, 12.8V No Load Test, 2021-07-15T10:48:49.606, 2021-07-15T10:48:50.904, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.29765, 1.29765, Passed, Numeric, 12.8309353, AND, LimitPair, N.A, volt, 12.16, 13.44, 
116, 12.8V Load 30W, 2021-07-15T10:48:50.906, 2021-07-15T10:48:52.477, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.57027, 1.57027, Passed, Numeric, 12.6836669, AND, LimitPair, N.A, volt, 12.16, 13.44, 
117, 5V No Load Test, 2021-07-15T10:48:52.489, 2021-07-15T10:48:53.212, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.722523, 0.722523, Passed, Numeric, 5.0611044, AND, LimitPair, N.A, volt, 4.75, 5.25, 
118, 5V 600mA Load, 2021-07-15T10:48:53.217, 2021-07-15T10:48:54.477, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.25968, 1.25968, Passed, Numeric, 5.05507185, AND, LimitPair, N.A, volt, 4.75, 5.25, 
119, 3.3V Voltage Check, 2021-07-15T10:48:54.489, 2021-07-15T10:48:55.224, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.735001, 0.735001, Passed, Numeric, 3.32994574, AND, LimitPair, N.A, volt, 2.85, 3.45, 
