ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-07T04:40:03.548
endDateTime, 2022-04-07T04:43:36.391
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 212.844
ModuleTime, 212.844
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2022-04-07T04:40:03.658, 2022-04-07T04:40:37.577, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 33.9193, 33.9193, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2022-04-07T04:40:37.584, 2022-04-07T04:40:38.792, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.208, 1.208, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2022-04-07T04:40:38.796, 2022-04-07T04:40:39.180, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.384491, 0.384491, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2022-04-07T04:40:39.185, 2022-04-07T04:40:39.429, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.244146, 0.244146, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2022-04-07T04:40:39.439, 2022-04-07T04:40:55.556, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.1168, 16.1168, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2022-04-07T04:40:55.559, 2022-04-07T04:40:56.899, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.33976, 1.33976, Passed, Numeric, 12.7598412, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2022-04-07T04:40:56.900, 2022-04-07T04:40:57.986, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.08601, 1.08601, Passed, Numeric, 12.3639261, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2022-04-07T04:40:57.994, 2022-04-07T04:40:58.688, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.694333, 0.694333, Passed, Numeric, 5.07435046, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2022-04-07T04:40:58.707, 2022-04-07T04:40:59.986, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27911, 1.27911, Passed, Numeric, 5.00839336, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2022-04-07T04:40:59.998, 2022-04-07T04:41:00.755, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.756453, 0.756453, Passed, Numeric, 3.31800132, AND, LimitPair, N.A, volt, 2.85, 3.45, 
14, Battery Voltage Check, 2022-04-07T04:41:00.767, 2022-04-07T04:41:01.490, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.72287, 0.72287, Passed, Numeric, 3.23157611, AND, LimitPair, N.A, volt, 2.85, 3.45, 
15, Wait 10, 2022-04-07T04:41:01.492, 2022-04-07T04:41:11.492, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0005, 10.0005, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
16, Remote Command Set, 2022-04-07T04:41:11.493, 2022-04-07T04:42:13.376, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 61.8827, 61.8827, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
17, Initialize SRAM and HC12, 2022-04-07T04:42:13.377, 2022-04-07T04:42:22.872, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.49465, 9.49465, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
18, I2C Read Write Test, 2022-04-07T04:42:22.877, 2022-04-07T04:42:25.886, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 3.00891, 3.00891, Passed, Alpha VCC, 5.075781275, N.A, N.A, N.A, N.A, N.A, N.A, 
19, Get VCC Sensor Value, 2022-04-07T04:42:25.891, 2022-04-07T04:42:25.908, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0169945, 0.0169945, Passed, Numeric, 5.002, AND, LimitPair, N.A, volt, 4.75, 5.25, 
20, Get 15V Sensor Value, 2022-04-07T04:42:25.917, 2022-04-07T04:42:25.932, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0152336, 0.0152336, Passed, Numeric, 13.06344, AND, LimitPair, N.A, volt, 12.16, 13.44, 
21, Get Power Sensor Value, 2022-04-07T04:42:25.935, 2022-04-07T04:42:25.951, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0157403, 0.0157403, Passed, Numeric, 39.3464, AND, LimitPair, N.A, volt, 38, 42, 
22, Lid Left Sensor Test, 2022-04-07T04:42:25.953, 2022-04-07T04:42:25.964, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0108829, 0.0108829, Passed, Numeric, 52.9, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
23, Lid Right Sensor Test, 2022-04-07T04:42:25.965, 2022-04-07T04:42:25.975, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, true, 24, 0.0100614, Failed, Numeric, 49.4, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
24, HS Left Sensor Test, 2022-04-07T04:42:25.977, 2022-04-07T04:42:25.993, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0163288, 0.0163288, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
25, HS Right Sensor Test, 2022-04-07T04:42:25.994, 2022-04-07T04:42:26.005, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0102476, 0.0102476, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
26, Get Amp2 Sensor Value, 2022-04-07T04:42:26.006, 2022-04-07T04:42:26.017, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0110536, 0.0110536, Passed, Numeric, 20.3, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
27, Get Amp Sensor Value, 2022-04-07T04:42:26.018, 2022-04-07T04:42:26.029, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0112137, 0.0112137, Passed, Numeric, 19.8, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
28, Get Power Supply Sensor Value, 2022-04-07T04:42:26.031, 2022-04-07T04:42:26.045, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0146537, 0.0146537, Passed, Numeric, 25.2, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
29, SRAM Page 0 Check, 2022-04-07T04:42:26.048, 2022-04-07T04:43:15.232, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 49.1842, 49.1842, Aborted, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
30, Power Off, 2022-04-07T04:43:20.952, 2022-04-07T04:43:21.017, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 0.0655392, 0.0655392, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
