ID, administrator
name, administrator
ID, 159
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-24T14:55:18.703
endDateTime, 2021-03-24T15:03:02.967
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 464.265
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, LoopIndex, 
160, Load Bio Rad DLL, 2021-03-24T14:55:18.740, 2021-03-24T14:55:18.741, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0014444, 0.0014444, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
161, Put UUT, 2021-03-24T14:55:18.759, 2021-03-24T14:55:19.974, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.21475, 1.21475, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
162, DC Power On, 2021-03-24T14:55:19.982, 2021-03-24T14:55:20.399, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.41728, 0.41728, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
163, AC Power On, 2021-03-24T14:55:20.400, 2021-03-24T14:55:20.660, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.259404, 0.259404, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
164, Find Attached Devices, 2021-03-24T14:55:20.670, 2021-03-24T14:55:55.997, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.3272, 35.3272, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, N.A, 
165, 12.8V No Load Test, 2021-03-24T14:55:56.008, 2021-03-24T14:55:57.315, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.30736, 1.30736, Passed, Numeric, 12.8828163, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
166, 12.8V Load 30W, 2021-03-24T14:55:57.321, 2021-03-24T14:55:58.750, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.42861, 1.42861, Passed, Numeric, 12.7391751, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
167, 5V No Load Test, 2021-03-24T14:55:58.762, 2021-03-24T14:55:59.518, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.755954, 0.755954, Passed, Numeric, 5.07484841, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
168, 5V 600mA Load, 2021-03-24T14:55:59.524, 2021-03-24T14:56:00.749, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.22487, 1.22487, Passed, Numeric, 5.06850731, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
169, 3.3V Voltage Check, 2021-03-24T14:56:00.762, 2021-03-24T14:56:01.513, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.751009, 0.751009, Passed, Numeric, 3.32671276, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
170, Battery Voltage Check, 2021-03-24T14:56:01.524, 2021-03-24T14:56:02.272, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.748237, 0.748237, Passed, Numeric, 2.98696662, AND, LimitPair, N.A, volt, 2.85, 3.45, N.A, 
171, Wait 10, 2021-03-24T14:56:02.278, 2021-03-24T14:56:12.279, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0007, 10.0007, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
172, Remote Command Set, 2021-03-24T14:56:12.282, 2021-03-24T14:57:13.097, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 60.815, 60.815, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
173, Initialize SRAM and HC12, 2021-03-24T14:57:13.104, 2021-03-24T14:57:22.587, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48254, 9.48254, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
174, I2C Read Write Test, 2021-03-24T14:57:22.598, 2021-03-24T14:57:25.666, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 3.06805, 3.06805, Passed, Alpha VCC, 5.0752026895, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
175, Get VCC Sensor Value, 2021-03-24T14:57:25.672, 2021-03-24T14:57:25.685, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0130101, 0.0130101, Passed, Numeric, 4.99712, AND, LimitPair, N.A, volt, 4.75, 5.25, N.A, 
176, Get 15V Sensor Value, 2021-03-24T14:57:25.690, 2021-03-24T14:57:25.708, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0176465, 0.0176465, Passed, Numeric, 12.59892, AND, LimitPair, N.A, volt, 12.16, 13.44, N.A, 
177, Get Power Sensor Value, 2021-03-24T14:57:25.713, 2021-03-24T14:57:25.727, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0133344, 0.0133344, Passed, Numeric, 39.5108, AND, LimitPair, N.A, volt, 38, 42, N.A, 
178, Lid Left Sensor Test, 2021-03-24T14:57:25.731, 2021-03-24T14:57:25.744, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0124172, 0.0124172, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
179, Lid Right Sensor Test, 2021-03-24T14:57:25.749, 2021-03-24T14:57:25.761, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0121363, 0.0121363, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
180, HS Left Sensor Test, 2021-03-24T14:57:25.766, 2021-03-24T14:57:25.778, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0121671, 0.0121671, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
181, HS Right Sensor Test, 2021-03-24T14:57:25.783, 2021-03-24T14:57:25.795, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0121312, 0.0121312, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, N.A, 
182, Get Amp2 Sensor Value, 2021-03-24T14:57:25.800, 2021-03-24T14:57:25.814, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0136495, 0.0136495, Passed, Numeric, 24.9, AND, LimitPair, N.A, degrees Celsius, 0, 50, N.A, 
183, Get Amp Sensor Value, 2021-03-24T14:57:25.819, 2021-03-24T14:57:25.831, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0122297, 0.0122297, Passed, Numeric, 25.3, AND, LimitPair, N.A, degrees Celsius, 0, 50, N.A, 
184, Get Power Supply Sensor Value, 2021-03-24T14:57:25.835, 2021-03-24T14:57:25.846, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0110108, 0.0110108, Passed, Numeric, 25.4, AND, LimitPair, N.A, degrees Celsius, -50, 50, N.A, 
