ID, administrator
name, administrator
ID, 533
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-11-17T23:03:43.756
endDateTime, 2021-11-17T23:06:37.516
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 173.761
ModuleTime, 173.761
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
534, Load Bio Rad DLL, 2021-11-17T23:03:43.792, 2021-11-17T23:03:43.794, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011854, 0.0011854, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
535, Put UUT, 2021-11-17T23:03:43.810, 2021-11-17T23:03:45.584, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.77443, 1.77443, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
536, DC Power On, 2021-11-17T23:03:45.590, 2021-11-17T23:03:46.006, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.416074, 0.416074, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
537, AC Power On, 2021-11-17T23:03:46.008, 2021-11-17T23:03:46.180, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.172011, 0.172011, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
538, Find Attached Devices, 2021-11-17T23:03:46.189, 2021-11-17T23:04:02.377, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.188, 16.188, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
539, 12.8V No Load Test, 2021-11-17T23:04:02.381, 2021-11-17T23:04:03.587, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.20629, 1.20629, Passed, Numeric, 12.7392881, AND, LimitPair, N.A, volt, 12.16, 13.44, 
540, 12.8V Load 30W, 2021-11-17T23:04:03.591, 2021-11-17T23:04:04.841, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, true, 7, 1.25034, Failed, Numeric, 12.1359503, AND, LimitPair, N.A, volt, 12.16, 13.44, 
541, 5V No Load Test, 2021-11-17T23:04:04.854, 2021-11-17T23:04:05.610, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.756137, 0.756137, Passed, Numeric, 5.04061294, AND, LimitPair, N.A, volt, 4.75, 5.25, 
542, 5V 600mA Load, 2021-11-17T23:04:05.615, 2021-11-17T23:04:06.840, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.22538, 1.22538, Passed, Numeric, 4.98472354, AND, LimitPair, N.A, volt, 4.75, 5.25, 
543, 3.3V Voltage Check, 2021-11-17T23:04:06.853, 2021-11-17T23:04:07.607, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.754234, 0.754234, Passed, Numeric, 3.29386081, AND, LimitPair, N.A, volt, 2.85, 3.45, 
