ID, administrator
name, administrator
ID, 4947
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-08-24T15:18:32.729
endDateTime, 2020-08-24T15:22:34.066
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 241.337
ModuleTime, 241.337
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4948, Load Bio Rad DLL, 2020-08-24T15:18:32.786, 2020-08-24T15:18:32.787, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0012712, 0.0012712, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4949, Put UUT, 2020-08-24T15:18:32.817, 2020-08-24T15:18:38.612, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 5.79542, 5.79542, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4950, DC Power On, 2020-08-24T15:18:38.614, 2020-08-24T15:18:38.933, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.319378, 0.319378, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4951, AC Power On, 2020-08-24T15:18:38.935, 2020-08-24T15:18:40.733, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 1.79852, 1.79852, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4952, Find Attached Devices, 2020-08-24T15:18:40.737, 2020-08-24T15:19:15.823, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.0864, 35.0864, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
4953, 12.8V No Load Test, 2020-08-24T15:19:15.827, 2020-08-24T15:19:17.049, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.22214, 1.22214, Passed, Numeric, 12.8087986, AND, LimitPair, N.A, volt, 12.16, 13.44, 
4954, 12.8V Load 30W, 2020-08-24T15:19:17.051, 2020-08-24T15:19:18.317, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.26555, 1.26555, Passed, Numeric, 12.5669858, AND, LimitPair, N.A, volt, 12.16, 13.44, 
4955, 5V No Load Test, 2020-08-24T15:19:18.320, 2020-08-24T15:19:19.030, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.709845, 0.709845, Passed, Numeric, 5.12402258, AND, LimitPair, N.A, volt, 4.75, 5.25, 
4956, 5V 600mA Load, 2020-08-24T15:19:19.032, 2020-08-24T15:19:20.318, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.28565, 1.28565, Passed, Numeric, 5.01127152, AND, LimitPair, N.A, volt, 4.75, 5.25, 
4957, 3.3V Voltage Check, 2020-08-24T15:19:20.321, 2020-08-24T15:19:21.036, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.714186, 0.714186, Passed, Numeric, 3.31979866, AND, LimitPair, N.A, volt, 2.85, 3.45, 
4958, Battery Voltage Check, 2020-08-24T15:19:21.039, 2020-08-24T15:19:21.757, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.718229, 0.718229, Passed, Numeric, 2.92269834, AND, LimitPair, N.A, volt, 2.85, 3.45, 
4959, Wait 10, 2020-08-24T15:19:21.759, 2020-08-24T15:19:31.760, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0006, 10.0006, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4960, Remote Command Set, 2020-08-24T15:19:31.761, 2020-08-24T15:20:38.883, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 67.1225, 67.1225, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4961, Initialize SRAM and HC12, 2020-08-24T15:20:38.885, 2020-08-24T15:20:48.374, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48875, 9.48875, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4962, I2C Read Write Test, 2020-08-24T15:20:48.378, 2020-08-24T15:20:51.234, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.85603, 2.85603, Passed, Alpha VCC, 5.124094301, N.A, N.A, N.A, N.A, N.A, N.A, 
4963, Get VCC Sensor Value, 2020-08-24T15:20:51.236, 2020-08-24T15:20:51.246, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.010348, 0.010348, Passed, Numeric, 5.002, AND, LimitPair, N.A, volt, 4.75, 5.25, 
4964, Get 15V Sensor Value, 2020-08-24T15:20:51.248, 2020-08-24T15:20:51.258, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0104026, 0.0104026, Passed, Numeric, 12.96864, AND, LimitPair, N.A, volt, 12.16, 13.44, 
4965, Get Power Sensor Value, 2020-08-24T15:20:51.260, 2020-08-24T15:20:51.270, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.010155, 0.010155, Passed, Numeric, 38.908, AND, LimitPair, N.A, volt, 38, 42, 
4966, Lid Left Sensor Test, 2020-08-24T15:20:51.271, 2020-08-24T15:20:51.285, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.013509, 0.013509, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
4967, Lid Right Sensor Test, 2020-08-24T15:20:51.286, 2020-08-24T15:20:51.296, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0096921, 0.0096921, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
4968, HS Left Sensor Test, 2020-08-24T15:20:51.298, 2020-08-24T15:20:51.307, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.009803, 0.009803, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
4969, HS Right Sensor Test, 2020-08-24T15:20:51.309, 2020-08-24T15:20:51.319, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0097802, 0.0097802, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
4970, Get Amp2 Sensor Value, 2020-08-24T15:20:51.320, 2020-08-24T15:20:51.335, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0147661, 0.0147661, Passed, Numeric, 25.8, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
4971, Get Amp Sensor Value, 2020-08-24T15:20:51.336, 2020-08-24T15:20:51.346, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0099679, 0.0099679, Passed, Numeric, 27.1, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
4972, Get Power Supply Sensor Value, 2020-08-24T15:20:51.348, 2020-08-24T15:20:51.358, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.010081, 0.010081, Passed, Numeric, 25.5, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
4973, SRAM Page 0 Check, 2020-08-24T15:20:51.361, 2020-08-24T15:21:31.896, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 40.535, 40.535, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4974, SRAM Page 1 Check, 2020-08-24T15:21:31.898, 2020-08-24T15:21:32.358, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.459495, 0.459495, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4975, SRAM Page 2 Check, 2020-08-24T15:21:32.359, 2020-08-24T15:21:32.762, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.402893, 0.402893, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4976, SRAM Page 3 Check, 2020-08-24T15:21:32.763, 2020-08-24T15:21:33.164, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.400577, 0.400577, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4977, Power Cycle Unit, 2020-08-24T15:21:33.166, 2020-08-24T15:22:01.829, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 28.6632, 28.6632, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4978, Battery Backup Test, 2020-08-24T15:22:01.833, 2020-08-24T15:22:02.879, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.04647, 1.04647, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
4979, Block Sensor 0 Check, 2020-08-24T15:22:02.886, 2020-08-24T15:22:02.896, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0099852, 0.0099852, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
4980, Block Sensor 1 Check, 2020-08-24T15:22:02.900, 2020-08-24T15:22:02.910, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0098899, 0.0098899, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
4981, Block Sensor 2 Check, 2020-08-24T15:22:02.913, 2020-08-24T15:22:02.929, ID#:d2vFO0lGmE+F/QuX5inooA, Test, NumericLimitTest, Main, 0, 40, 0.0157832, 0.0157832, Passed, Numeric, 52.87, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
4982, Block Sensor 3 Check, 2020-08-24T15:22:02.932, 2020-08-24T15:22:02.944, ID#:lGDHqMrBvEe0/XaoG1N5ZC, Test, NumericLimitTest, Main, 0, 41, 0.0112066, 0.0112066, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
4983, Block Sensor 4 Check, 2020-08-24T15:22:02.947, 2020-08-24T15:22:02.957, ID#:KtKGZ/k25EWm0Ydfq9zs3D, Test, NumericLimitTest, Main, 0, 42, 0.0099133, 0.0099133, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
4984, Block Sensor 5 Check, 2020-08-24T15:22:02.960, 2020-08-24T15:22:02.970, ID#:3GZetcK/dk6icYqYr6ufRC, Test, NumericLimitTest, Main, 0, 43, 0.0100076, 0.0100076, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
4985, TE CH0 Posistive Direction Check, 2020-08-24T15:22:02.978, 2020-08-24T15:22:03.738, ID#:wft4dbLGH0OE3xVoyu02CD, Test, NumericLimitTest, Main, 0, 45, 0.760873, 0.760873, Passed, Numeric, 10.7759393, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
4986, TE CH0 Negative Direction Check, 2020-08-24T15:22:03.742, 2020-08-24T15:22:04.505, ID#:LOhQjTzEUESri0TYHJJM5B, Test, NumericLimitTest, Main, 0, 46, 0.763289, 0.763289, Passed, Numeric, -10.76933988333, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
4987, TE CH1 Posistive Direction Check, 2020-08-24T15:22:04.509, 2020-08-24T15:22:05.278, ID#:/UGvDafsdEWLjx/wkIcdGD, Test, NumericLimitTest, Main, 0, 47, 0.768618, 0.768618, Passed, Numeric, 10.82826613333, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
4988, TE CH1 Negative Direction Check, 2020-08-24T15:22:05.282, 2020-08-24T15:22:06.040, ID#:Dja3YmK9y0WZKpGK9X0dOB, Test, NumericLimitTest, Main, 0, 48, 0.757919, 0.757919, Passed, Numeric, -10.81918015, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
4989, TE CH2 Posistive Direction Check, 2020-08-24T15:22:06.043, 2020-08-24T15:22:06.801, ID#:KJVxC0mgxESHhK9gy2wDBD, Test, NumericLimitTest, Main, 0, 49, 0.758124, 0.758124, Passed, Numeric, 10.73847773333, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
4990, TE CH2 Negative Direction Check, 2020-08-24T15:22:06.805, 2020-08-24T15:22:07.567, ID#:rm6qR2MdC0+ViheEO+3QWC, Test, NumericLimitTest, Main, 0, 50, 0.762052, 0.762052, Passed, Numeric, -10.7375941, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
4991, TE CH3 Posistive Direction Check, 2020-08-24T15:22:07.573, 2020-08-24T15:22:08.340, ID#:wRiEJh5U+Eun0KY+R/t4tC, Test, NumericLimitTest, Main, 0, 51, 0.766605, 0.766605, Passed, Numeric, 10.73658091667, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
4992, TE CH3 Negative Direction Check, 2020-08-24T15:22:08.343, 2020-08-24T15:22:09.105, ID#:coDVB3H0dkyDIE9HayPZJB, Test, NumericLimitTest, Main, 0, 52, 0.762148, 0.762148, Passed, Numeric, -10.72986033333, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
4993, TE CH4 Posistive Direction Check, 2020-08-24T15:22:09.109, 2020-08-24T15:22:09.883, ID#:5MY0Qves/0Smny/+tmcmqA, Test, NumericLimitTest, Main, 0, true, 53, 0.77403, Failed, Numeric, 2.364517383333e-006, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
4994, TE CH4 Negative Direction Check, 2020-08-24T15:22:09.889, 2020-08-24T15:22:10.666, ID#:Y+gR6YcIxU+RqEpITdJ/AB, Test, NumericLimitTest, Main, 0, 54, 0.776886, 0.776886, Failed, Numeric, -0.2902214416667, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
4995, TE CH5 Posistive Direction Check, 2020-08-24T15:22:10.669, 2020-08-24T15:22:11.433, ID#:BaOtgXz+REuaodw2owY5qD, Test, NumericLimitTest, Main, 0, 55, 0.763942, 0.763942, Passed, Numeric, 10.76158855, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
4996, TE CH5 Negative Direction Check, 2020-08-24T15:22:11.437, 2020-08-24T15:22:12.207, ID#:VE/CPzbXEUGoC2cohZLciB, Test, NumericLimitTest, Main, 0, 56, 0.769787, 0.769787, Passed, Numeric, -10.75166243333, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
