ID, administrator
name, administrator
ID, 6077
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-12-29T09:34:48.324
endDateTime, 2021-12-29T09:37:59.910
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 191.587
ModuleTime, 191.587
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
6078, Load Bio Rad DLL, 2021-12-29T09:34:48.384, 2021-12-29T09:34:48.386, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0011899, 0.0011899, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6079, Put UUT, 2021-12-29T09:34:48.402, 2021-12-29T09:34:49.214, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 0.811697, 0.811697, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6080, DC Power On, 2021-12-29T09:34:49.219, 2021-12-29T09:34:49.852, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.633366, 0.633366, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6081, AC Power On, 2021-12-29T09:34:49.857, 2021-12-29T09:34:50.170, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.312902, 0.312902, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6082, Find Attached Devices, 2021-12-29T09:34:50.173, 2021-12-29T09:35:06.552, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.3784, 16.3784, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
6083, 12.8V No Load Test, 2021-12-29T09:35:06.555, 2021-12-29T09:35:07.848, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.29251, 1.29251, Passed, Numeric, 12.7554905, AND, LimitPair, N.A, volt, 12.16, 13.44, 
6084, 12.8V Load 30W, 2021-12-29T09:35:07.849, 2021-12-29T09:35:09.354, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.50429, 1.50429, Passed, Numeric, 12.4341743, AND, LimitPair, N.A, volt, 12.16, 13.44, 
6085, 5V No Load Test, 2021-12-29T09:35:09.366, 2021-12-29T09:35:10.139, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.773221, 0.773221, Passed, Numeric, 5.0743173, AND, LimitPair, N.A, volt, 4.75, 5.25, 
6086, 5V 600mA Load, 2021-12-29T09:35:10.144, 2021-12-29T09:35:11.354, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.20929, 1.20929, Passed, Numeric, 5.07805853, AND, LimitPair, N.A, volt, 4.75, 5.25, 
6087, 3.3V Voltage Check, 2021-12-29T09:35:11.366, 2021-12-29T09:35:12.130, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.763937, 0.763937, Passed, Numeric, 3.3122745, AND, LimitPair, N.A, volt, 2.85, 3.45, 
