ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-02-02T18:37:17.306
endDateTime, 2021-02-02T18:41:51.170
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 273.864
ModuleTime, 273.864
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
4, Load Bio Rad DLL, 2021-02-02T18:37:17.447, 2021-02-02T18:37:51.392, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 33.9448, 33.9448, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
5, Put UUT, 2021-02-02T18:37:51.400, 2021-02-02T18:37:53.096, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 1.69656, 1.69656, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
6, DC Power On, 2021-02-02T18:37:53.104, 2021-02-02T18:37:53.944, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.840457, 0.840457, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
7, AC Power On, 2021-02-02T18:37:53.949, 2021-02-02T18:37:54.454, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.504418, 0.504418, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
8, Find Attached Devices, 2021-02-02T18:37:54.464, 2021-02-02T18:38:30.717, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 36.2532, 36.2532, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
9, 12.8V No Load Test, 2021-02-02T18:38:30.730, 2021-02-02T18:38:33.792, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 3.06291, 3.06291, Passed, Numeric, 12.7752766, AND, LimitPair, N.A, volt, 12.16, 13.44, 
10, 12.8V Load 30W, 2021-02-02T18:38:33.797, 2021-02-02T18:38:35.325, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.5282, 1.5282, Passed, Numeric, 12.4983613, AND, LimitPair, N.A, volt, 12.16, 13.44, 
11, 5V No Load Test, 2021-02-02T18:38:35.337, 2021-02-02T18:38:36.081, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.743258, 0.743258, Passed, Numeric, 5.01254183, AND, LimitPair, N.A, volt, 4.75, 5.25, 
12, 5V 600mA Load, 2021-02-02T18:38:36.086, 2021-02-02T18:38:37.325, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.23927, 1.23927, Passed, Numeric, 5.05104732, AND, LimitPair, N.A, volt, 4.75, 5.25, 
13, 3.3V Voltage Check, 2021-02-02T18:38:37.338, 2021-02-02T18:38:38.135, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.797256, 0.797256, Passed, Numeric, 3.31799716, AND, LimitPair, N.A, volt, 2.85, 3.45, 
