ID, administrator
name, administrator
ID, 215
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-30T10:05:05.226
endDateTime, 2021-03-30T10:08:31.813
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 206.588
ModuleTime, 206.588
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
216, Load Bio Rad DLL, 2021-03-30T10:05:05.277, 2021-03-30T10:05:05.278, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0012169, 0.0012169, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
217, Put UUT, 2021-03-30T10:05:05.295, 2021-03-30T10:05:11.438, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 6.14372, 6.14372, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
218, DC Power On, 2021-03-30T10:05:11.443, 2021-03-30T10:05:11.764, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.320822, 0.320822, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
219, AC Power On, 2021-03-30T10:05:11.769, 2021-03-30T10:05:11.937, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.168051, 0.168051, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
220, Find Attached Devices, 2021-03-30T10:05:11.947, 2021-03-30T10:05:27.975, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.0284, 16.0284, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
221, 12.8V No Load Test, 2021-03-30T10:05:27.986, 2021-03-30T10:05:29.328, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.34211, 1.34211, Passed, Numeric, 12.8111795, AND, LimitPair, N.A, volt, 12.16, 13.44, 
222, 12.8V Load 30W, 2021-03-30T10:05:29.334, 2021-03-30T10:05:30.846, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.51267, 1.51267, Passed, Numeric, 12.6560507, AND, LimitPair, N.A, volt, 12.16, 13.44, 
223, 5V No Load Test, 2021-03-30T10:05:30.858, 2021-03-30T10:05:31.618, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.75952, 0.75952, Passed, Numeric, 5.07197024, AND, LimitPair, N.A, volt, 4.75, 5.25, 
224, 5V 600mA Load, 2021-03-30T10:05:31.623, 2021-03-30T10:05:32.846, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.22313, 1.22313, Passed, Numeric, 5.03247191, AND, LimitPair, N.A, volt, 4.75, 5.25, 
225, 3.3V Voltage Check, 2021-03-30T10:05:32.859, 2021-03-30T10:05:33.613, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.754743, 0.754743, Passed, Numeric, 3.3129111, AND, LimitPair, N.A, volt, 2.85, 3.45, 
