ID, administrator
name, administrator
ID, 851
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-11-18T23:01:01.122
endDateTime, 2021-11-18T23:04:33.149
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 212.027
ModuleTime, 212.027
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
852, Load Bio Rad DLL, 2021-11-18T23:01:01.158, 2021-11-18T23:01:01.159, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0013781, 0.0013781, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
853, Put UUT, 2021-11-18T23:01:01.188, 2021-11-18T23:01:03.371, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.18373, 2.18373, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
854, DC Power On, 2021-11-18T23:01:03.379, 2021-11-18T23:01:03.693, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.314505, 0.314505, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
855, AC Power On, 2021-11-18T23:01:03.707, 2021-11-18T23:01:03.843, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.13599, 0.13599, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
856, Find Attached Devices, 2021-11-18T23:01:03.846, 2021-11-18T23:01:20.058, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 16.2115, 16.2115, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
857, 12.8V No Load Test, 2021-11-18T23:01:20.061, 2021-11-18T23:01:21.268, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.20723, 1.20723, Passed, Numeric, 12.8253173, AND, LimitPair, N.A, volt, 12.16, 13.44, 
858, 12.8V Load 30W, 2021-11-18T23:01:21.274, 2021-11-18T23:01:22.382, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.10805, 1.10805, Passed, Numeric, 12.4269816, AND, LimitPair, N.A, volt, 12.16, 13.44, 
859, 5V No Load Test, 2021-11-18T23:01:22.395, 2021-11-18T23:01:23.182, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.787556, 0.787556, Passed, Numeric, 5.09082006, AND, LimitPair, N.A, volt, 4.75, 5.25, 
860, 5V 600mA Load, 2021-11-18T23:01:23.188, 2021-11-18T23:01:24.382, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.19452, 1.19452, Passed, Numeric, 5.02299888, AND, LimitPair, N.A, volt, 4.75, 5.25, 
861, 3.3V Voltage Check, 2021-11-18T23:01:24.395, 2021-11-18T23:01:25.134, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.739219, 0.739219, Passed, Numeric, 3.35148339, AND, LimitPair, N.A, volt, 2.85, 3.45, 
862, Battery Voltage Check, 2021-11-18T23:01:25.145, 2021-11-18T23:01:25.879, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.734526, 0.734526, Passed, Numeric, 3.21957047, AND, LimitPair, N.A, volt, 2.85, 3.45, 
863, Wait 10, 2021-11-18T23:01:25.885, 2021-11-18T23:01:35.885, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0005, 10.0005, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
864, Remote Command Set, 2021-11-18T23:01:35.889, 2021-11-18T23:02:37.368, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 61.4792, 61.4792, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
865, Initialize SRAM and HC12, 2021-11-18T23:02:37.370, 2021-11-18T23:02:46.857, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48733, 9.48733, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
866, I2C Read Write Test, 2021-11-18T23:02:46.868, 2021-11-18T23:02:49.835, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.96656, 2.96656, Passed, Alpha VCC, 5.0912633585, N.A, N.A, N.A, N.A, N.A, N.A, 
867, Get VCC Sensor Value, 2021-11-18T23:02:49.855, 2021-11-18T23:02:49.868, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0128299, 0.0128299, Passed, Numeric, 4.99712, AND, LimitPair, N.A, volt, 4.75, 5.25, 
868, Get 15V Sensor Value, 2021-11-18T23:02:49.873, 2021-11-18T23:02:49.886, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0135374, 0.0135374, Passed, Numeric, 13.12032, AND, LimitPair, N.A, volt, 12.16, 13.44, 
869, Get Power Sensor Value, 2021-11-18T23:02:49.891, 2021-11-18T23:02:49.903, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0120833, 0.0120833, Passed, Numeric, 39.3738, AND, LimitPair, N.A, volt, 38, 42, 
870, Lid Left Sensor Test, 2021-11-18T23:02:49.908, 2021-11-18T23:02:49.919, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.011773, 0.011773, Passed, Numeric, 53.1, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
871, Lid Right Sensor Test, 2021-11-18T23:02:49.924, 2021-11-18T23:02:49.936, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.0121343, 0.0121343, Passed, Numeric, 53.1, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
872, HS Left Sensor Test, 2021-11-18T23:02:49.941, 2021-11-18T23:02:49.953, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0119646, 0.0119646, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
873, HS Right Sensor Test, 2021-11-18T23:02:49.957, 2021-11-18T23:02:49.969, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0117987, 0.0117987, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
874, Get Amp2 Sensor Value, 2021-11-18T23:02:49.974, 2021-11-18T23:02:49.986, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0125065, 0.0125065, Passed, Numeric, 21.8, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
875, Get Amp Sensor Value, 2021-11-18T23:02:49.991, 2021-11-18T23:02:50.003, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0124019, 0.0124019, Passed, Numeric, 22.2, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
876, Get Power Supply Sensor Value, 2021-11-18T23:02:50.008, 2021-11-18T23:02:50.020, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0120577, 0.0120577, Passed, Numeric, 25.3, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
877, SRAM Page 0 Check, 2021-11-18T23:02:50.030, 2021-11-18T23:03:40.047, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 50.017, 50.017, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
878, SRAM Page 1 Check, 2021-11-18T23:03:40.063, 2021-11-18T23:03:40.555, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.4924, 0.4924, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
879, SRAM Page 2 Check, 2021-11-18T23:03:40.558, 2021-11-18T23:03:40.979, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.420344, 0.420344, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
880, SRAM Page 3 Check, 2021-11-18T23:03:40.983, 2021-11-18T23:03:41.464, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.480335, 0.480335, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
881, Power Cycle Unit, 2021-11-18T23:03:41.469, 2021-11-18T23:04:07.638, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 26.1698, 26.1698, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
882, Battery Backup Test, 2021-11-18T23:04:07.640, 2021-11-18T23:04:08.687, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.04659, 1.04659, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
883, Block Sensor 0 Check, 2021-11-18T23:04:08.690, 2021-11-18T23:04:08.699, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0096204, 0.0096204, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
884, Block Sensor 1 Check, 2021-11-18T23:04:08.701, 2021-11-18T23:04:08.712, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0108329, 0.0108329, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
885, Block Sensor 2 Check, 2021-11-18T23:04:08.714, 2021-11-18T23:04:08.724, ID#:d2vFO0lGmE+F/QuX5inooA, Test, NumericLimitTest, Main, 0, 40, 0.0096977, 0.0096977, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
886, Block Sensor 3 Check, 2021-11-18T23:04:08.733, 2021-11-18T23:04:08.743, ID#:lGDHqMrBvEe0/XaoG1N5ZC, Test, NumericLimitTest, Main, 0, 41, 0.009942, 0.009942, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
887, Block Sensor 4 Check, 2021-11-18T23:04:08.747, 2021-11-18T23:04:08.758, ID#:KtKGZ/k25EWm0Ydfq9zs3D, Test, NumericLimitTest, Main, 0, 42, 0.0115688, 0.0115688, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
