ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-12T10:32:37.806
endDateTime, 2021-03-12T10:33:18.525
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 40.7192
ModuleTime, 40.7192
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2021-03-12T10:32:37.948, 2021-03-12T10:33:11.847, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 33.8984, 33.8984, Done, 
5, Put UUT, 2021-03-12T10:33:11.854, 2021-03-12T10:33:13.190, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, true, 0, 1.33606, Failed, 
6, Power Off, 2021-03-12T10:33:13.203, 2021-03-12T10:33:13.833, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 0.630678, 0.630678, Done, 
7, DC Power Off, 2021-03-12T10:33:13.837, 2021-03-12T10:33:14.415, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.57826, 0.57826, Done, 
8, Wait 10, 2021-03-12T10:33:15.067, 2021-03-12T10:33:18.518, ID#:vYX24mrHDEm0g32FqlewxC, Test, NI_Wait, Cleanup, 0, 2, 3.45033, 3.45033, Aborted, 
