ID, administrator
name, administrator
ID, 48
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2022-04-13T09:53:24.439
endDateTime, 2022-04-13T09:57:06.119
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 221.681
ModuleTime, 221.681
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
49, Load Bio Rad DLL, 2022-04-13T09:53:24.472, 2022-04-13T09:53:24.474, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.0015926, 0.0015926, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
50, Put UUT, 2022-04-13T09:53:24.494, 2022-04-13T09:53:27.360, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 2.86617, 2.86617, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
51, DC Power On, 2022-04-13T09:53:27.368, 2022-04-13T09:53:27.672, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.303775, 0.303775, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
52, AC Power On, 2022-04-13T09:53:27.677, 2022-04-13T09:53:27.823, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.146557, 0.146557, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
53, Find Attached Devices, 2022-04-13T09:53:27.834, 2022-04-13T09:54:02.967, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 35.1339, 35.1339, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
54, 12.8V No Load Test, 2022-04-13T09:54:02.980, 2022-04-13T09:54:04.270, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.28993, 1.28993, Passed, Numeric, 12.8165051, AND, LimitPair, N.A, volt, 12.16, 13.44, 
55, 12.8V Load 30W, 2022-04-13T09:54:04.276, 2022-04-13T09:54:05.418, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.1428, 1.1428, Passed, Numeric, 12.5615287, AND, LimitPair, N.A, volt, 12.16, 13.44, 
56, 5V No Load Test, 2022-04-13T09:54:05.431, 2022-04-13T09:54:06.140, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.709005, 0.709005, Passed, Numeric, 5.07157603, AND, LimitPair, N.A, volt, 4.75, 5.25, 
57, 5V 600mA Load, 2022-04-13T09:54:06.145, 2022-04-13T09:54:07.418, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.27295, 1.27295, Passed, Numeric, 4.9873042, AND, LimitPair, N.A, volt, 4.75, 5.25, 
58, 3.3V Voltage Check, 2022-04-13T09:54:07.431, 2022-04-13T09:54:08.149, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.718163, 0.718163, Passed, Numeric, 3.31244422, AND, LimitPair, N.A, volt, 2.85, 3.45, 
59, Battery Voltage Check, 2022-04-13T09:54:08.160, 2022-04-13T09:54:08.879, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, true, 14, 0.718838, Failed, Numeric, 1.99509877e-005, AND, LimitPair, N.A, volt, 2.85, 3.45, 
60, Wait 10, 2022-04-13T09:54:08.885, 2022-04-13T09:54:18.885, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0006, 10.0006, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
61, Remote Command Set, 2022-04-13T09:54:18.889, 2022-04-13T09:55:20.324, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 61.435, 61.435, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
62, Initialize SRAM and HC12, 2022-04-13T09:55:20.325, 2022-04-13T09:55:29.813, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48743, 9.48743, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
63, I2C Read Write Test, 2022-04-13T09:55:29.825, 2022-04-13T09:55:32.807, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.98256, 2.98256, Passed, Alpha VCC, 5.0719742575, N.A, N.A, N.A, N.A, N.A, N.A, 
64, Get VCC Sensor Value, 2022-04-13T09:55:32.813, 2022-04-13T09:55:32.825, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0128302, 0.0128302, Passed, Numeric, 5.01176, AND, LimitPair, N.A, volt, 4.75, 5.25, 
65, Get 15V Sensor Value, 2022-04-13T09:55:32.831, 2022-04-13T09:55:32.844, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.012825, 0.012825, Passed, Numeric, 13.0824, AND, LimitPair, N.A, volt, 12.16, 13.44, 
66, Get Power Sensor Value, 2022-04-13T09:55:32.849, 2022-04-13T09:55:32.862, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.01254, 0.01254, Passed, Numeric, 39.4286, AND, LimitPair, N.A, volt, 38, 42, 
67, Lid Left Sensor Test, 2022-04-13T09:55:32.865, 2022-04-13T09:55:32.876, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0111363, 0.0111363, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
