ID, administrator
name, administrator
ID, 3
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-03-12T23:32:16.449
endDateTime, 2021-03-12T23:33:21.431
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, true
TotalTime, 9
ModuleTime, 64.9827
Outcome, Failed
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, 
4, Load Bio Rad DLL, 2021-03-12T23:32:16.579, 2021-03-12T23:32:50.758, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 34.1796, 34.1796, Done, 
5, Put UUT, 2021-03-12T23:32:50.778, 2021-03-12T23:33:05.281, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, true, 0, 14.5026, Failed, 
6, Power Off, 2021-03-12T23:33:05.294, 2021-03-12T23:33:06.004, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 0.709402, 0.709402, Done, 
7, DC Power Off, 2021-03-12T23:33:06.011, 2021-03-12T23:33:06.405, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.393247, 0.393247, Done, 
8, Wait 10, 2021-03-12T23:33:06.417, 2021-03-12T23:33:21.419, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0022, 15.0022, Done, 
