ID, administrator
name, administrator
ID, 3185
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2021-12-10T05:12:24.648
endDateTime, 2021-12-10T05:15:56.108
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 211.461
ModuleTime, 211.461
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
3186, Load Bio Rad DLL, 2021-12-10T05:12:24.685, 2021-12-10T05:12:24.686, ID#:vjT50USnYkW0sYJ60awv0D, SessionAction, Action, Setup, 0, 0, 0.001363, 0.001363, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3187, Put UUT, 2021-12-10T05:12:24.702, 2021-12-10T05:12:28.278, ID#:pCsUDaEDBUWb+mCAymOY1A, Test, PassFailTest, Main, 0, 0, 3.57619, 3.57619, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3188, DC Power On, 2021-12-10T05:12:28.284, 2021-12-10T05:12:28.602, ID#:f7l0w4KeGUuAgAdvy4llyA, SessionAction, Action, Main, 0, 1, 0.317931, 0.317931, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3189, AC Power On, 2021-12-10T05:12:28.607, 2021-12-10T05:12:28.769, ID#:GzbbZRerW0KsOfSjLH45uD, SessionAction, Action, Main, 0, 2, 0.16153, 0.16153, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3190, Find Attached Devices, 2021-12-10T05:12:28.779, 2021-12-10T05:12:44.763, ID#:3/5kcZbtdEezckeONT1yKB, Test, StringValueTest, Main, 0, 4, 15.9846, 15.9846, Passed, String, Success, EQ, Expected, Success, N.A, N.A, N.A, 
3191, 12.8V No Load Test, 2021-12-10T05:12:44.766, 2021-12-10T05:12:45.976, ID#:s2EHM1jn9kGPV9WF3jYYlD, Test, NumericLimitTest, Main, 0, 6, 1.20967, 1.20967, Passed, Numeric, 12.5845671, AND, LimitPair, N.A, volt, 12.16, 13.44, 
3192, 12.8V Load 30W, 2021-12-10T05:12:45.977, 2021-12-10T05:12:47.451, ID#:/PEXBGfFnUy0sBWfu6GovA, Test, NumericLimitTest, Main, 0, 7, 1.47355, 1.47355, Passed, Numeric, 12.5844607, AND, LimitPair, N.A, volt, 12.16, 13.44, 
3193, 5V No Load Test, 2021-12-10T05:12:47.463, 2021-12-10T05:12:48.241, ID#:uT9QBRM1n0S0ZJX7F9++eA, Test, NumericLimitTest, Main, 0, 9, 0.777699, 0.777699, Passed, Numeric, 4.99367852, AND, LimitPair, N.A, volt, 4.75, 5.25, 
3194, 5V 600mA Load, 2021-12-10T05:12:48.246, 2021-12-10T05:12:49.451, ID#:hK5y13WF/UOw/cQ9FI1UED, Test, NumericLimitTest, Main, 0, 10, 1.20512, 1.20512, Passed, Numeric, 4.99352815, AND, LimitPair, N.A, volt, 4.75, 5.25, 
3195, 3.3V Voltage Check, 2021-12-10T05:12:49.463, 2021-12-10T05:12:50.201, ID#:dBBvwB2wHES0ifCY7PD/0B, Test, NumericLimitTest, Main, 0, 12, 0.737475, 0.737475, Passed, Numeric, 3.33232278, AND, LimitPair, N.A, volt, 2.85, 3.45, 
3196, Battery Voltage Check, 2021-12-10T05:12:50.211, 2021-12-10T05:12:50.949, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.737569, 0.737569, Passed, Numeric, 3.2190647, AND, LimitPair, N.A, volt, 2.85, 3.45, 
3197, Wait 10, 2021-12-10T05:12:50.954, 2021-12-10T05:13:00.955, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0005, 10.0005, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3198, Remote Command Set, 2021-12-10T05:13:00.958, 2021-12-10T05:14:02.636, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 61.6773, 61.6773, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3199, Initialize SRAM and HC12, 2021-12-10T05:14:02.637, 2021-12-10T05:14:12.132, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.49479, 9.49479, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3200, I2C Read Write Test, 2021-12-10T05:14:12.143, 2021-12-10T05:14:15.165, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 3.02252, 3.02252, Passed, Alpha VCC, 5.0572217025, N.A, N.A, N.A, N.A, N.A, N.A, 
3201, Get VCC Sensor Value, 2021-12-10T05:14:15.171, 2021-12-10T05:14:15.183, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0127063, 0.0127063, Passed, Numeric, 4.99712, AND, LimitPair, N.A, volt, 4.75, 5.25, 
3202, Get 15V Sensor Value, 2021-12-10T05:14:15.189, 2021-12-10T05:14:15.206, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0169219, 0.0169219, Passed, Numeric, 13.00656, AND, LimitPair, N.A, volt, 12.16, 13.44, 
3203, Get Power Sensor Value, 2021-12-10T05:14:15.211, 2021-12-10T05:14:15.224, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0127378, 0.0127378, Passed, Numeric, 39.6752, AND, LimitPair, N.A, volt, 38, 42, 
3204, Lid Left Sensor Test, 2021-12-10T05:14:15.229, 2021-12-10T05:14:15.241, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.012615, 0.012615, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
3205, Lid Right Sensor Test, 2021-12-10T05:14:15.246, 2021-12-10T05:14:15.260, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.013993, 0.013993, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
3206, HS Left Sensor Test, 2021-12-10T05:14:15.266, 2021-12-10T05:14:15.278, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.0127036, 0.0127036, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
3207, HS Right Sensor Test, 2021-12-10T05:14:15.283, 2021-12-10T05:14:15.296, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0125623, 0.0125623, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
3208, Get Amp2 Sensor Value, 2021-12-10T05:14:15.301, 2021-12-10T05:14:15.313, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0123902, 0.0123902, Passed, Numeric, 23.5, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
3209, Get Amp Sensor Value, 2021-12-10T05:14:15.317, 2021-12-10T05:14:15.329, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.011515, 0.011515, Passed, Numeric, 24.3, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
3210, Get Power Supply Sensor Value, 2021-12-10T05:14:15.332, 2021-12-10T05:14:15.344, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0114223, 0.0114223, Passed, Numeric, 25.3, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
3211, SRAM Page 0 Check, 2021-12-10T05:14:15.351, 2021-12-10T05:15:05.599, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 50.2477, 50.2477, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3212, SRAM Page 1 Check, 2021-12-10T05:15:05.616, 2021-12-10T05:15:06.118, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.501965, 0.501965, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3213, SRAM Page 2 Check, 2021-12-10T05:15:06.123, 2021-12-10T05:15:06.562, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.43938, 0.43938, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3214, SRAM Page 3 Check, 2021-12-10T05:15:06.567, 2021-12-10T05:15:07.066, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.498596, 0.498596, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3215, Power Cycle Unit, 2021-12-10T05:15:07.071, 2021-12-10T05:15:33.164, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 26.0939, 26.0939, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3216, Battery Backup Test, 2021-12-10T05:15:33.166, 2021-12-10T05:15:34.205, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.03911, 1.03911, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
3217, Block Sensor 0 Check, 2021-12-10T05:15:34.209, 2021-12-10T05:15:34.224, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0148045, 0.0148045, Passed, Numeric, 52.82, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
3218, Block Sensor 1 Check, 2021-12-10T05:15:34.225, 2021-12-10T05:15:34.235, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0098688, 0.0098688, Passed, Numeric, 52.82, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
3219, Block Sensor 2 Check, 2021-12-10T05:15:34.238, 2021-12-10T05:15:34.248, ID#:d2vFO0lGmE+F/QuX5inooA, Test, NumericLimitTest, Main, 0, 40, 0.0099026, 0.0099026, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
3220, Block Sensor 3 Check, 2021-12-10T05:15:34.256, 2021-12-10T05:15:34.266, ID#:lGDHqMrBvEe0/XaoG1N5ZC, Test, NumericLimitTest, Main, 0, 41, 0.0102868, 0.0102868, Passed, Numeric, 52.82, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
3221, Block Sensor 4 Check, 2021-12-10T05:15:34.269, 2021-12-10T05:15:34.280, ID#:KtKGZ/k25EWm0Ydfq9zs3D, Test, NumericLimitTest, Main, 0, 42, 0.0113361, 0.0113361, Passed, Numeric, 52.82, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
3222, Block Sensor 5 Check, 2021-12-10T05:15:34.284, 2021-12-10T05:15:34.294, ID#:3GZetcK/dk6icYqYr6ufRC, Test, NumericLimitTest, Main, 0, 43, 0.009902, 0.009902, Passed, Numeric, 52.82, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
3223, TE CH0 Posistive Direction Check, 2021-12-10T05:15:34.301, 2021-12-10T05:15:35.053, ID#:wft4dbLGH0OE3xVoyu02CD, Test, NumericLimitTest, Main, 0, 45, 0.752521, 0.752521, Passed, Numeric, 10.70765376667, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
3224, TE CH0 Negative Direction Check, 2021-12-10T05:15:35.066, 2021-12-10T05:15:35.857, ID#:LOhQjTzEUESri0TYHJJM5B, Test, NumericLimitTest, Main, 0, 46, 0.791373, 0.791373, Passed, Numeric, -10.70595728333, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
3225, TE CH1 Posistive Direction Check, 2021-12-10T05:15:35.869, 2021-12-10T05:15:36.662, ID#:/UGvDafsdEWLjx/wkIcdGD, Test, NumericLimitTest, Main, 0, 47, 0.792882, 0.792882, Passed, Numeric, 10.89541286667, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
