ID, administrator
name, administrator
ID, 504
name, C:\Bio Rad TestStand_10041194\Main\Bio Rad Teststand.seq#MainSequence
startDateTime, 2020-09-09T15:55:27.140
endDateTime, 2020-09-09T15:59:05.240
StepType, SequenceCall
StepGrp, Main
BlockLevel, 1
Index, 9
TotalTime, 218.1
ModuleTime, 218.1
Outcome, Aborted
ID, name, startDateTime, endDateTime, testReferenceID, Tag, StepType, StepGrp, BlockLevel, Index, TotalTime, ModuleTime, Outcome, ResultDataType, value, LimitComparator, LimitType, LimitValue, nonStandardUnit, LowerLimit, UpperLimit, 
515, Battery Voltage Check, 2020-09-09T15:55:53.997, 2020-09-09T15:55:54.721, ID#:9ZyDVNqHmE+lSY/ulKlYSC, Test, NumericLimitTest, Main, 0, 14, 0.724283, 0.724283, Passed, Numeric, 3.19070117, AND, LimitPair, N.A, volt, 2.85, 3.45, 
516, Wait 10, 2020-09-09T15:55:54.723, 2020-09-09T15:56:04.723, ID#:731Py5h0n0O4z4TxEZWZlC, SessionAction, NI_Wait, Main, 0, 15, 10.0003, 10.0003, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
517, Remote Command Set, 2020-09-09T15:56:04.724, 2020-09-09T15:57:11.625, ID#:rwMhfIhvkEGEPElh2WthJB, Test, PassFailTest, Main, 0, 16, 66.9011, 66.9011, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
518, Initialize SRAM and HC12, 2020-09-09T15:57:11.627, 2020-09-09T15:57:21.115, ID#:2mvB+Nka+EKbhUY+CDsGaC, Test, PassFailTest, Main, 0, 17, 9.48828, 9.48828, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
519, I2C Read Write Test, 2020-09-09T15:57:21.119, 2020-09-09T15:57:24.044, ID#:fJAamqcq2k20eyHGphq6yD, Test, PassFailTest, Main, 0, 19, 2.92456, 2.92456, Passed, Alpha VCC, 5.0976509005, N.A, N.A, N.A, N.A, N.A, N.A, 
520, Get VCC Sensor Value, 2020-09-09T15:57:24.045, 2020-09-09T15:57:24.055, ID#:lLtihA257EqchQIoLTc4cD, Test, NumericLimitTest, Main, 0, 20, 0.0104094, 0.0104094, Passed, Numeric, 5.002, AND, LimitPair, N.A, volt, 4.75, 5.25, 
521, Get 15V Sensor Value, 2020-09-09T15:57:24.057, 2020-09-09T15:57:24.067, ID#:OXQvCycUQEO2wsMJkgzwsB, Test, NumericLimitTest, Main, 0, 21, 0.0101323, 0.0101323, Passed, Numeric, 13.06344, AND, LimitPair, N.A, volt, 12.16, 13.44, 
522, Get Power Sensor Value, 2020-09-09T15:57:24.069, 2020-09-09T15:57:24.079, ID#:tq6ATEHbkk+HI/3GbKMbtB, Test, NumericLimitTest, Main, 0, 22, 0.0101799, 0.0101799, Passed, Numeric, 39.0724, AND, LimitPair, N.A, volt, 38, 42, 
523, Lid Left Sensor Test, 2020-09-09T15:57:24.080, 2020-09-09T15:57:24.090, ID#:mtZOusQhZ0aR9DOvVCf06B, Test, NumericLimitTest, Main, 0, 23, 0.0098899, 0.0098899, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
524, Lid Right Sensor Test, 2020-09-09T15:57:24.091, 2020-09-09T15:57:24.102, ID#:DJXkLSdTrEC0jp7Z2uRpTB, Test, NumericLimitTest, Main, 0, 24, 0.011041, 0.011041, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
525, HS Left Sensor Test, 2020-09-09T15:57:24.104, 2020-09-09T15:57:24.113, ID#:iFTOUj6L7EuXDBSu+DhS4D, Test, NumericLimitTest, Main, 0, 25, 0.00967, 0.00967, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
526, HS Right Sensor Test, 2020-09-09T15:57:24.115, 2020-09-09T15:57:24.125, ID#:WyP2dWG4mUyCXhu6wF0rwB, Test, NumericLimitTest, Main, 0, 26, 0.0098441, 0.0098441, Passed, Numeric, 53, AND, LimitPair, N.A, N.A, 50.179, 55.456, 
527, Get Amp2 Sensor Value, 2020-09-09T15:57:24.126, 2020-09-09T15:57:24.139, ID#:+cEzB3eXu0GAFph0u4nGdD, Test, NumericLimitTest, Main, 0, 27, 0.0129932, 0.0129932, Passed, Numeric, 24.8, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
528, Get Amp Sensor Value, 2020-09-09T15:57:24.140, 2020-09-09T15:57:24.150, ID#:ZeBOXyeCEkK/Q4rhF/s1TC, Test, NumericLimitTest, Main, 0, 28, 0.0100749, 0.0100749, Passed, Numeric, 24.3, AND, LimitPair, N.A, degrees Celsius, 0, 50, 
529, Get Power Supply Sensor Value, 2020-09-09T15:57:24.152, 2020-09-09T15:57:24.162, ID#:XJyw3lUbfk+DGfORDTDmaA, Test, NumericLimitTest, Main, 0, 29, 0.0103231, 0.0103231, Passed, Numeric, 25.4, AND, LimitPair, N.A, degrees Celsius, -50, 50, 
530, SRAM Page 0 Check, 2020-09-09T15:57:24.165, 2020-09-09T15:58:04.691, ID#:3kcqtTylf0K2d4hJ13c0gD, Test, PassFailTest, Main, 0, 31, 40.5258, 40.5258, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
531, SRAM Page 1 Check, 2020-09-09T15:58:04.693, 2020-09-09T15:58:05.159, ID#:che6FvrUSUa/xqqXpET9gD, Test, PassFailTest, Main, 0, 32, 0.465681, 0.465681, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
532, SRAM Page 2 Check, 2020-09-09T15:58:05.160, 2020-09-09T15:58:05.556, ID#:cNXE9UJMRU6lposNdl02BA, Test, PassFailTest, Main, 0, 33, 0.396398, 0.396398, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
533, SRAM Page 3 Check, 2020-09-09T15:58:05.558, 2020-09-09T15:58:05.958, ID#:YqGUbJEF9EWgJpk574R7qA, Test, PassFailTest, Main, 0, 34, 0.400631, 0.400631, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
534, Power Cycle Unit, 2020-09-09T15:58:05.960, 2020-09-09T15:58:34.202, ID#:FIYuItwZckyYuf6JOYOSVD, Test, PassFailTest, Main, 0, 35, 28.2419, 28.2419, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
535, Battery Backup Test, 2020-09-09T15:58:34.203, 2020-09-09T15:58:35.252, ID#:p4VzON2s6EWvKBxp0H3nLC, Test, PassFailTest, Main, 0, 36, 1.04869, 1.04869, Passed, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
536, Block Sensor 0 Check, 2020-09-09T15:58:35.255, 2020-09-09T15:58:35.267, ID#:Sq3nktOnbEmcuPOiOZYrGC, Test, NumericLimitTest, Main, 0, 38, 0.0113528, 0.0113528, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
537, Block Sensor 1 Check, 2020-09-09T15:58:35.268, 2020-09-09T15:58:35.278, ID#:BbHOPCRl5Um67zlPcNi5oB, Test, NumericLimitTest, Main, 0, 39, 0.0100672, 0.0100672, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
538, Block Sensor 2 Check, 2020-09-09T15:58:35.279, 2020-09-09T15:58:35.289, ID#:d2vFO0lGmE+F/QuX5inooA, Test, NumericLimitTest, Main, 0, 40, 0.0100392, 0.0100392, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
539, Block Sensor 3 Check, 2020-09-09T15:58:35.291, 2020-09-09T15:58:35.302, ID#:lGDHqMrBvEe0/XaoG1N5ZC, Test, NumericLimitTest, Main, 0, 41, 0.0113663, 0.0113663, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
540, Block Sensor 4 Check, 2020-09-09T15:58:35.303, 2020-09-09T15:58:35.313, ID#:KtKGZ/k25EWm0Ydfq9zs3D, Test, NumericLimitTest, Main, 0, 42, 0.010002, 0.010002, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
541, Block Sensor 5 Check, 2020-09-09T15:58:35.317, 2020-09-09T15:58:35.328, ID#:3GZetcK/dk6icYqYr6ufRC, Test, NumericLimitTest, Main, 0, 43, 0.0105486, 0.0105486, Passed, Numeric, 52.85, AND, LimitPair, N.A, degrees Celsius, 50.179, 55.456, 
542, TE CH0 Posistive Direction Check, 2020-09-09T15:58:35.351, 2020-09-09T15:58:36.117, ID#:wft4dbLGH0OE3xVoyu02CD, Test, NumericLimitTest, Main, 0, 45, 0.765935, 0.765935, Passed, Numeric, 10.72137878333, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
543, TE CH0 Negative Direction Check, 2020-09-09T15:58:36.121, 2020-09-09T15:58:36.891, ID#:LOhQjTzEUESri0TYHJJM5B, Test, NumericLimitTest, Main, 0, 46, 0.770052, 0.770052, Passed, Numeric, -10.71689606667, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
544, TE CH1 Posistive Direction Check, 2020-09-09T15:58:36.895, 2020-09-09T15:58:37.662, ID#:/UGvDafsdEWLjx/wkIcdGD, Test, NumericLimitTest, Main, 0, 47, 0.767778, 0.767778, Passed, Numeric, 10.72123303333, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
545, TE CH1 Negative Direction Check, 2020-09-09T15:58:37.666, 2020-09-09T15:58:38.435, ID#:Dja3YmK9y0WZKpGK9X0dOB, Test, NumericLimitTest, Main, 0, 48, 0.768746, 0.768746, Passed, Numeric, -10.71376596667, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
546, TE CH2 Posistive Direction Check, 2020-09-09T15:58:38.439, 2020-09-09T15:58:39.207, ID#:KJVxC0mgxESHhK9gy2wDBD, Test, NumericLimitTest, Main, 0, 49, 0.768015, 0.768015, Passed, Numeric, 10.7295459, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
547, TE CH2 Negative Direction Check, 2020-09-09T15:58:39.211, 2020-09-09T15:58:39.979, ID#:rm6qR2MdC0+ViheEO+3QWC, Test, NumericLimitTest, Main, 0, 50, 0.767875, 0.767875, Passed, Numeric, -10.72317573333, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
548, TE CH3 Posistive Direction Check, 2020-09-09T15:58:39.982, 2020-09-09T15:58:40.751, ID#:wRiEJh5U+Eun0KY+R/t4tC, Test, NumericLimitTest, Main, 0, true, 51, 0.768235, Failed, Numeric, 0.2915323583333, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
549, TE CH3 Negative Direction Check, 2020-09-09T15:58:40.755, 2020-09-09T15:58:41.522, ID#:coDVB3H0dkyDIE9HayPZJB, Test, NumericLimitTest, Main, 0, 52, 0.767697, 0.767697, Failed, Numeric, 0.2966475833333, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
550, TE CH4 Posistive Direction Check, 2020-09-09T15:58:41.526, 2020-09-09T15:58:42.291, ID#:5MY0Qves/0Smny/+tmcmqA, Test, NumericLimitTest, Main, 0, 53, 0.765254, 0.765254, Passed, Numeric, 10.67283845, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
551, TE CH4 Negative Direction Check, 2020-09-09T15:58:42.295, 2020-09-09T15:58:43.064, ID#:Y+gR6YcIxU+RqEpITdJ/AB, Test, NumericLimitTest, Main, 0, 54, 0.768822, 0.768822, Passed, Numeric, -10.66537375, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
552, TE CH5 Posistive Direction Check, 2020-09-09T15:58:43.068, 2020-09-09T15:58:43.834, ID#:BaOtgXz+REuaodw2owY5qD, Test, NumericLimitTest, Main, 0, 55, 0.766057, 0.766057, Passed, Numeric, 10.74271108333, AND, LimitPair, N.A, ampere, 10.165, 11.235, 
553, TE CH5 Negative Direction Check, 2020-09-09T15:58:43.838, 2020-09-09T15:58:44.607, ID#:VE/CPzbXEUGoC2cohZLciB, Test, NumericLimitTest, Main, 0, 56, 0.768909, 0.768909, Passed, Numeric, -10.73263441667, AND, LimitPair, N.A, ampere, -11.235, -10.165, 
554, TE CH0 4.9A Current Check, 2020-09-09T15:58:44.611, 2020-09-09T15:58:45.376, ID#:HXtev7hBbEqHckdeyDggjC, Test, NumericLimitTest, Main, 0, 57, 0.765568, 0.765568, Passed, Numeric, 4.961517866667, AND, LimitPair, N.A, ampere, 4.65, 5.15, 
555, TE CH1 4.9A Current Check, 2020-09-09T15:58:45.380, 2020-09-09T15:58:46.156, ID#:E9ohR7rRd06h1Ub0N5DZyA, Test, NumericLimitTest, Main, 0, 58, 0.7755, 0.7755, Passed, Numeric, 4.97228975, AND, LimitPair, N.A, ampere, 4.65, 5.15, 
556, TE CH2 4.9A Current Check, 2020-09-09T15:58:46.160, 2020-09-09T15:58:46.933, ID#:Y3I5o2JSWECvuZc5LEbuSC, Test, NumericLimitTest, Main, 0, 59, 0.773483, 0.773483, Passed, Numeric, 4.977209283333, AND, LimitPair, N.A, ampere, 4.65, 5.15, 
557, TE CH3 4.9A Current Check, 2020-09-09T15:58:46.937, 2020-09-09T15:58:47.711, ID#:cgTfSE0f50qk4vd7/g62eA, Test, NumericLimitTest, Main, 0, 60, 0.773161, 0.773161, Failed, Numeric, 0.2158830333333, AND, LimitPair, N.A, ampere, 4.65, 5.15, 
558, TE CH4 4.9A Current Check, 2020-09-09T15:58:47.715, 2020-09-09T15:58:48.482, ID#:qZmQ+0ejzUCfnDZbcGD3FD, Test, NumericLimitTest, Main, 0, 61, 0.767169, 0.767169, Aborted, Numeric, 4.860121333333, AND, LimitPair, N.A, ampere, 4.65, 5.15, 
559, Power Off, 2020-09-09T15:58:48.482, 2020-09-09T15:58:49.910, ID#:+HcHQC/MrEW6zKqBfNUvNB, SessionAction, Action, Cleanup, 0, 0, 1.42773, 1.42773, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
560, DC Power Off, 2020-09-09T15:58:49.910, 2020-09-09T15:58:50.230, ID#:uHxAHNpOc02A2ZVKR0dFLB, SessionAction, Action, Cleanup, 0, 1, 0.320343, 0.320343, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
561, Wait 10, 2020-09-09T15:58:50.230, 2020-09-09T15:59:05.230, ID#:vYX24mrHDEm0g32FqlewxC, SessionAction, NI_Wait, Cleanup, 0, 2, 15.0003, 15.0003, Done, N.A, N.A, N.A, N.A, N.A, N.A, N.A, N.A, 
